id,name,buss_status,loc_id,address,phone,op_hours,category_id,rating,rating_total,newest_review,longitude,latitude,map_url,website,place_id,update_time
ht0018,寵旺之忻,OPERATIONAL,NTP002,241台灣新北市三重區永安北路二段5巷23號,0228578551,46.0,3,5.0,1.0,2025-08-31,121.4823302,25.0810699,https://maps.google.com/?cid=10604590027137946464,https://www.facebook.com/profile.php?id=100094616044305,ChIJS1CgVKapQjQRYBM1tHESK5M,
ht0019,哈寶寵物美容游泳運動館,OPERATIONAL,NTP002,241台灣新北市三重區重陽路一段60巷27號,0229716828,54.0,3,4.9,64.0,2023-09-17,121.4852374,25.058274,https://maps.google.com/?cid=8637840681760705707,,ChIJWeGyr8mpQjQRq8zDtlXG33c,
ht0020,私房貓旅 The Cat Inn．七星級管家式貓咪旅館,OPERATIONAL,NTP002,241台灣新北市三重區五華街218號1樓,0228570009,66.5,3,5.0,197.0,2025-08-26,121.4878793,25.0869211,https://maps.google.com/?cid=7781932383047404984,https://www.thecatinn.vip/,ChIJY9QL9gupQjQRuE2mnUX6_ms,
ht0021,金吉利寵物精品 三重店,OPERATIONAL,NTP002,241台灣新北市三重區正義北路87號,0229843777,70.0,3,4.8,289.0,2024-02-16,121.4971216,25.0651012,https://maps.google.com/?cid=7878927548881454881,,ChIJbWvsgZ-pQjQRIUcegtySV20,
ht0022,貓悅居貓旅館(採預約制),OPERATIONAL,NTP002,241台灣新北市三重區重陽路三段5巷28-2號,0229861200,70.0,3,5.0,166.0,2025-05-18,121.489839,25.0660168,https://maps.google.com/?cid=13974243799176737496,https://www.facebook.com/maoyueju,ChIJe4YFaACpQjQR2HKiVrJ87sE,
ht0023,MOMO寵物旅館 住宿全天不關籠 開放大空間,OPERATIONAL,NTP002,241台灣新北市三重區永安北路二段107號1F,0228570755,77.0,3,4.6,88.0,2023-06-07,121.4833335,25.0839361,https://maps.google.com/?cid=8976047027252882770,http://www.momopethotel.com/,ChIJh26it9OoQjQRUu2b0jZTkXw,
ht0024,拾二貓屋,OPERATIONAL,NTP002,241台灣新北市三重區成功路109號1樓,0229747924,63.0,3,4.9,29.0,2025-06-15,121.4878446,25.0518006,https://maps.google.com/?cid=8983700859511595978,https://instagram.com/twelve.meow.12?igshid=NTc4MTIwNjQ2YQ==,ChIJiUUeWmepQjQRymOPg1WErHw,
ht0025,貓羅紀．純貓旅館（三重貓旅館）,OPERATIONAL,NTP002,241041台灣新北市三重區重陽路二段61號1樓,0229840450,63.0,3,5.0,22.0,2025-05-28,121.4874778,25.0635219,https://maps.google.com/?cid=4887108484838369779,https://www.catrassic.com/,ChIJj1pDQ-2pQjQR86mWIUZ_0kM,
ht0026,露西寵物店,OPERATIONAL,NTP002,241台灣三重區重新路四段136號,0289728972,53.0,3,4.5,52.0,2024-07-27,121.4868853,25.0564074,https://maps.google.com/?cid=9137159083089200189,,ChIJxf_NRuOoQjQRPQTEe8a1zX4,
ht0027,球球幼犬寵物店,OPERATIONAL,NTP003,235台灣新北市中和區中正路641號1樓,0976762283,73.5,3,4.6,320.0,2025-08-19,121.4850276,24.9957282,https://maps.google.com/?cid=15812771309207028192,,ChIJ-bV5_EipQjQR4AHG37k_cts,
ht0028,Amazing Dog 好狗狗｜寵物訓練｜寵物旅館,OPERATIONAL,NTP003,235024台灣新北市中和區中原街106號,0282211683,77.0,3,5.0,71.0,2025-04-22,121.4869605,25.0102729,https://maps.google.com/?cid=14499281542135625280,https://instagram.com/amazingdog.training.hotel?igshid=YTQwZjQ0NmI0OA==,ChIJ0aQVWMepQjQRQDZf-b3LN8k,
ht0029,犬太寵物生活館,OPERATIONAL,NTP003,235台灣新北市中和區景新街383巷74號,0229477099,60.0,3,4.7,25.0,2018-09-03,121.5146832,24.9900384,https://maps.google.com/?cid=7999125049907166788,https://www.facebook.com/profile.php?id=100054573424811,ChIJ18klqQwCaDQRRD6lCdqZAm8,
ht0030,犬之湯屋-中和(寵物美容|狗狗洗澡|寵物住宿|狗狗住宿) 永和(寵物美容|狗狗洗澡|寵物住宿|狗狗住宿),OPERATIONAL,NTP003,235台灣新北市中和區安樂路50號1樓,0229465698,37.5,3,4.6,32.0,2018-06-23,121.5120667,24.9930791,https://maps.google.com/?cid=6027909009427933545,https://rink.cc/dl1kn,ChIJ32Qr5XQCaDQRaSlUjU5vp1M,
ht0031,PAPA雞寵物生活館 （寵物美容、寵物寄宿）,OPERATIONAL,NTP003,235台灣新北市中和區成功路99-1號,0229267274,60.0,3,5.0,13.0,2025-09-18,121.5261772,24.9914732,https://maps.google.com/?cid=7461284330340447677,https://www.facebook.com/share/19kFwxrpe6/,ChIJ57qnP2UDaDQRvXUhHpHOi2c,
ht0032,咘咘寵物生活坊,OPERATIONAL,NTP003,235台灣新北市中和區安平路64號,0229415338,40.0,3,4.5,71.0,2022-07-16,121.5107872,24.9961566,https://maps.google.com/?cid=2314265206716791345,https://m.facebook.com/profile.php/?id=100063941797858,ChIJ86WDhnUCaDQRMXpmqvHrHSA,
ht0033,環球購物中心股份有限公司,OPERATIONAL,NTP003,235台灣臺灣省中和區新北市 中和區中山路三段122號2樓,0222223627,77.0,3,4.5,42.0,2024-01-11,121.4747785,25.0066732,https://maps.google.com/?cid=5531896523984227450,,ChIJFYrFMCeoQjQRekxMTpQ-xUw,
ht0034,洗澡趣,OPERATIONAL,NTP003,235台灣新北市中和區民利街42號1樓,0222226909,38.5,3,5.0,77.0,2024-03-29,121.4795147,24.9989648,https://maps.google.com/?cid=688099192751133810,https://www.facebook.com/happyshowerstudio/,ChIJPaRSooQCaDQRchQq8pGejAk,
ht0035,莫莉家寵物美容旅館-中永和貓狗住宿/美容/安親,OPERATIONAL,NTP003,235台灣新北市中和區景平路59-17號,0286687012,54.0,3,4.9,93.0,2025-08-24,121.5208636,24.9908337,https://maps.google.com/?cid=11344515471489177200,https://lin.ee/xmtLQzx,ChIJQT0n-Y8DaDQRcBYJK7fQb50,
ht0036,長鴻寵物館,OPERATIONAL,NTP003,235台灣新北市中和區景平路396號,,56.0,3,2.2,39.0,2022-10-22,121.5098058,24.993088,https://maps.google.com/?cid=14607822051727035500,,ChIJQVZJP3QCaDQRbMxOr8Jouco,
ht0037,寵翻天寵物家族丨網友推薦丨貓狗兔親民精緻美容丨 特殊寵物安親住宿丨名種貓犬舍｜倉鼠｜陸龜｜特殊寵物｜室內設計｜寵物線上實體店鋪｜,OPERATIONAL,NTP003,235台灣新北市中和區捷運路173號,0286686380,48.0,3,4.3,97.0,2025-08-06,121.5058544,24.991189,https://maps.google.com/?cid=13854069305653544489,https://line.me/ti/g2/XkMjKTuSYXoaZraPlaLYgGtIkCMwTpcHHHCGCw?utm_source=invitation&utm_medium=link_copy&utm_campaign=default&fbclid=IwY2xjawLgO2tleHRuA2FlbQIxMABicmlkETFtdEZYa0VYSW4zUTg4QUZVAR7VoI8BsCqC0DBg0L8Ko3lJTTtt19PDa9eGKbHfICUElLx3cZTfVjS6h-8enQ_aem_hM_hSn6QpZWTBZdwUrwcAg,ChIJSScIIXECaDQRKUYfqaGKQ8A,
ht0038,偷偷摸貓舍 TOTOMO CATTERY (預約制）,OPERATIONAL,NTP003,235台灣新北市中和區景平路150-3號,0229419955,0.0,3,5.0,7.0,2023-08-11,121.517985,24.9921801,https://maps.google.com/?cid=9436525903619103233,https://www.totomocattery.com/,ChIJXeyyFsUDaDQRARr9_k9G9YI,
ht0039,俊安汽車材料行,OPERATIONAL,NTP003,234台灣新北市中和區中和路327號,,0.0,3,5.0,1.0,2023-11-29,121.5072645,24.9997837,https://maps.google.com/?cid=11967984026495247945,,ChIJaTSS3tipQjQRSWbMIBDSFqY,
ht0040,喵星人貓舍幼貓寵物店（需提早告知）,OPERATIONAL,NTP003,235台灣新北市中和區中山路三段229巷1號,0979362178,42.0,3,4.7,191.0,2025-06-02,121.4708255,25.0064799,https://maps.google.com/?cid=4640788287870132858,https://www.meow800kkazh.com/,ChIJd0b2WnOpQjQReuJKIFxkZ0A,
ht0041,寵物姐姐,OPERATIONAL,NTP003,235台灣新北市中和區景平路578號1樓,0222471077,45.0,3,4.8,57.0,2025-03-23,121.5016095,24.9956013,https://maps.google.com/?cid=16898757019426308807,,ChIJdTvTIQYDaDQRx0KLyPlxhOo,
ht0042,PIG HOUSE豬窩寵物中和店-貓狗寵物美容 貓狗住宿,OPERATIONAL,NTP003,235台灣新北市中和區民德路60號1樓,0229582227,63.0,3,4.7,286.0,2025-05-24,121.46869,25.002051,https://maps.google.com/?cid=11419085439280238139,https://www.pighousedogcat.com.tw/,ChIJe0RkqZoDaDQRO04ixLS9eJ4,
ht0043,魚中魚貓狗水族大賣場-中和店,OPERATIONAL,NTP003,23562台灣新北市中和區中正路209號,0222432288,77.0,3,4.1,2120.0,2025-10-27,121.4971365,24.9935021,https://maps.google.com/?cid=6528000192205308634,https://facebook.com/pm.shop09/?locale2=zh_TW,ChIJh_NZ9nsCaDQR2kIUhpYdmFo,
ht0044,宅貓寓所貓旅館,OPERATIONAL,NTP003,235台灣新北市中和區中山路三段20號1樓,0939999560,63.0,3,5.0,150.0,2025-06-06,121.4795019,25.0062529,https://maps.google.com/?cid=4922546548233138436,https://www.home-cat-home.com.tw/,ChIJiaShLGGpQjQRBPHCPQFmUEQ,
ht0045,英皇貓舍（預約制）,OPERATIONAL,NTP003,24760台灣新北市蘆洲區三民路366號1樓之3三民路300巷進入,0927102858,38.5,3,5.0,246.0,2025-02-09,121.4654905,25.0918163,https://maps.google.com/?cid=11327389597725001167,,ChIJk9zS8lavQjQRz4Xa9NL4Mp0,
ht0046,JO逗瑪DAY寵物沙龍,OPERATIONAL,NTP003,235台灣新北市中和區景平路746號,0222453698,57.0,3,4.9,41.0,2023-12-30,121.4967076,25.0043934,https://maps.google.com/?cid=9888625027326732740,https://line.me/ti/p/08sO43GzPa,ChIJo035d0GpQjQRxOnY9hF0O4k,
ht0047,吾悠喵旅-純貓咪旅館（預約制）,OPERATIONAL,NTP003,235台灣新北市中和區中正路210號,,52.5,3,5.0,28.0,2024-02-23,121.4967684,24.9940206,https://maps.google.com/?cid=10512193344998385978,https://lin.ee/cNgsPih,ChIJpfglnWcDaDQROqnauibQ4pE,
ht0048,好的寵物沙龍,OPERATIONAL,NTP003,235台灣新北市中和區自立路163號,0229401798,60.0,3,4.5,24.0,2022-04-27,121.5230708,24.9925436,https://maps.google.com/?cid=3595677666649544877,,ChIJuelpNAgCaDQRrZhzf8lp5jE,
ht0049,可愛谷寵物美容學苑-新北中和(KCT寵物美容指定教學機構，寵物美容一對一教學，寵物美容小班菁英制教學，寵物美容師檢定證照班，寵物美容寵物造型教學，寵物美容學校推薦，中和寵物美容教學培訓),OPERATIONAL,NTP003,235台灣新北市中和區南山路273號,0222446508,48.0,3,4.7,57.0,2025-04-24,121.5040807,24.992533,https://maps.google.com/?cid=5612232376500831077,https://www.facebook.com/chen.abel.1,ChIJw6XEtXACaDQRZUNHjpyn4k0,
ht0050,毛澡盆寵物生活館_寵物洗澡、寵物美容、安親住宿,OPERATIONAL,NTP003,235台灣新北市中和区市民街2號,0900607950,60.0,3,5.0,6.0,2025-08-30,121.4684763,25.0015254,https://maps.google.com/?cid=16163590563767122274,https://www.instagram.com/_pawhouse_,ChIJyU2aNgADaDQRYvkxuPqbUOA,
ht0051,毛寶寵物沙龍,OPERATIONAL,NTP003,235台灣新北市中和區莒光路22號,,54.0,3,4.9,21.0,2022-11-10,121.471986,25.0041749,https://maps.google.com/?cid=11765963125056252602,https://lin.ee/DKUqLpZ,ChIJyerRJ-kDaDQRuqpSnR8ZSaM,
ht0052,Dita滴塔寵物澡堂 寵物旅館,OPERATIONAL,NTP003,235台灣新北市中和區板南路170號,0975865174,45.0,3,4.6,41.0,2024-08-09,121.501405,24.9928491,https://maps.google.com/?cid=1255671171125905921,https://www.facebook.com/Dita%E6%BB%B4%E5%A1%94%E5%AF%B5%E7%89%A9%E6%BE%A1%E5%A0%82-132346955688430/,ChIJz7gYIn0DaDQRAYqo_UYKbRE,
ht0053,無限志娛樂創意工作室,OPERATIONAL,NTP015,248台灣新北市五股區新五路三段250號8樓,0225118282,0.0,3,4.1,7.0,2017-01-13,121.4474131,25.0894616,https://maps.google.com/?cid=4514540728009408276,,ChIJx9Zfn2OpQjQRFL8Igd_epj4,
ht0054,貓洞,OPERATIONAL,NTP023,249台灣新北市八里區觀海大道95號,0226194963,63.0,3,5.0,24.0,2025-02-01,121.4265785,25.161681,https://maps.google.com/?cid=9764098067445040268,https://rink.cc/1t30x,ChIJ2XxgCAClQjQRjMQjvnULgYc,
ht0055,小短腿寵物美容,OPERATIONAL,NTP023,249台灣新北市八里區頂罟一路56號快意人生,0909025015,45.0,3,4.9,71.0,2025-01-09,121.4027267,25.1530741,https://maps.google.com/?cid=5180732176460705447,https://www.facebook.com/%E5%B0%8F%E7%9F%AD%E8%85%BF%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-110910503853437/,ChIJQSb-nP6lQjQRp25gPneo5Uc,
ht0056,金犬家莊寵物精品店,OPERATIONAL,NTP023,249台灣新北市八里區龍米路二段12號,0918330079,49.0,3,4.5,13.0,2022-03-17,121.4491347,25.1389394,https://maps.google.com/?cid=9616828160928477483,,ChIJhQCHLWmlQjQRK3EdnkLWdYU,
ht0057,汪汪將寵物旅館,OPERATIONAL,NTP023,249台灣新北市八里區頂寮三街52巷2號1樓,0226185415,84.0,3,0.0,0.0,,121.4510854,25.1255825,https://maps.google.com/?cid=8607440839545661353,https://www.facebook.com/%E6%B1%AA%E6%B1%AA%E5%B0%87%E7%8B%97%E7%8B%97%E6%97%85%E9%A4%A8%E4%BD%8F%E5%AE%BF-215657303818944,ChIJua50viuvQjQRqSdP4tbFc3c,
ht0058,布拉格寵物沙龍,OPERATIONAL,NTP013,236台灣新北市土城區中央路四段291號號,0222672291,50.0,3,4.7,52.0,2025-06-06,121.4113656,24.9520092,https://maps.google.com/?cid=5370380171253389063,,ChIJ0-xg9Y0caDQRBxdc8E9sh0o,
ht0059,Hercat.愛貓仕貓咪旅館,OPERATIONAL,NTP013,236台灣新北市土城區廣明街90巷25號一樓,0289660912,59.5,3,4.8,120.0,2025-08-04,121.4554886,24.9946508,https://maps.google.com/?cid=14027880105465792727,https://www.facebook.com/Hercat%E6%84%9B%E8%B2%93%E4%BB%95-100912734895253/,ChIJ3b_bKqUDaDQR18gODqIKrcI,
ht0060,QCC寵物美學沙龍,OPERATIONAL,NTP013,236台灣新北市土城區裕生路21巷6弄21號,0222654001,47.5,3,4.5,34.0,2021-11-17,121.448891,24.986859,https://maps.google.com/?cid=15782291095273087804,,ChIJAW8arMsCaDQRPCOQCyL2Bds,
ht0061,寵愛窩SPA寵物沙龍(皮卡丘寵物美容學院) - 新北 土城 板橋寵物美容住宿推薦 寵物洗澡美容 寵物安親住宿 專業寵物美容教學 狗狗貓咪洗澡剪毛 寵物spa 純手吹 手剪 無烘箱 皮毛調理 寵物旅館 狗狗剪毛 洗澡 美容,OPERATIONAL,NTP013,236台灣新北市土城區學成路156號1樓,0222730085,57.0,3,4.9,72.0,2025-09-08,121.4482134,24.9894744,https://maps.google.com/?cid=15395784180834913092,https://www.facebook.com/%E5%AF%B5%E6%84%9B%E7%AA%A9spa%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D-107789541065430/,ChIJBbCDgFkDaDQRREs-YSTQqNU,
ht0062,布魯漫點寵物行為教室,OPERATIONAL,NTP013,236台灣新北市土城區青和街333號1樓,0282733464,53.0,3,5.0,128.0,2025-10-08,121.4575034,24.9797827,https://maps.google.com/?cid=7495759281612152163,https://www.bluemondaypet.com/,ChIJJThBTA8DaDQRY11UNlpJBmg,
ht0063,PIG HOUSE豬窩寵物貓狗美容旅館-土城旗艦店,OPERATIONAL,NTP013,236台灣新北市土城區明峰街6巷35號1樓,0222624132,54.0,3,5.0,231.0,2025-08-09,121.465945,24.9853832,https://maps.google.com/?cid=15490079198788196905,https://www.pighousedogcat.com.tw/,ChIJNzb3tgEDaDQRKRpwGvbQ99Y,
ht0064,愛神寵物美容造型沙龍,OPERATIONAL,NTP013,236台灣新北市土城區清水路88號,0222742324,48.0,3,4.7,41.0,2022-12-29,121.4570861,24.9816441,https://maps.google.com/?cid=12602008524789426732,https://www.facebook.com/share/4iakG5fBydqJL96p/?mibextid=WC7FNe,ChIJQTCL9cUCaDQRLKqEKPxT464,
ht0065,東森寵物 土城中華店,OPERATIONAL,NTP013,236台灣新北市土城區中華路一段235號,0222617333,84.0,3,4.4,814.0,2025-09-17,121.4416139,24.9827731,https://maps.google.com/?cid=11257231883295737855,https://www.etipets.com/,ChIJQapsaTipQjQR_0cLJsG4OZw,
ht0066,哈米寵物生活舘,OPERATIONAL,NTP013,236台灣新北市土城區學府路一段98巷17號,0282613838,45.0,3,4.8,48.0,2019-02-16,121.4555981,24.988559,https://maps.google.com/?cid=9510166110583650136,,ChIJYYfx3rcCaDQRWPdLyLDl-oM,
ht0067,卡澄寵物美容寵物住宿,OPERATIONAL,NTP013,236台灣新北市土城區福仁街14號1樓,0282733068,63.0,3,4.8,51.0,2024-09-07,121.440146,24.9760436,https://maps.google.com/?cid=3326102637742758322,https://www.facebook.com/profile.php?id=100090632528155,ChIJg5F9ItAdaDQRspklAbqwKC4,
ht0068,聽貓說 貓咪旅館,OPERATIONAL,NTP013,236台灣新北市土城區中正路67巷33號,0905618258,63.0,3,5.0,344.0,2025-06-19,121.4440943,24.9764946,https://maps.google.com/?cid=15992035238425833448,https://www.facebook.com/profile.php?id=100093652426905,ChIJqUGpC8oCaDQR6K_m5VEf790,
ht0069,27號寵物美學-土城 板橋 美容教學 寵物美容,OPERATIONAL,NTP013,236台灣新北市土城區廣興街27號,0289669898,54.0,3,4.9,29.0,2024-11-24,121.455563,24.9915567,https://maps.google.com/?cid=2750724949909689642,https://www.facebook.com/stardogs888/,ChIJvXD85TwDaDQRKtUrmsSJLCY,
ht0070,明星寵物精品館,OPERATIONAL,NTP013,236台灣新北市土城區金城路三段73巷4弄2號,0906293636,60.0,3,5.0,1.0,2025-10-18,121.4665297,24.9876771,https://maps.google.com/?cid=10088379294145866474,https://lin.ee/X0rCkb8,ChIJxXxqWwADaDQR6mr4eoQfAYw,
ht0071,毛嶼 Pets wonderland,OPERATIONAL,NTP006,231台灣新北市新店區中興路二段221號1樓,0908802202,63.0,3,4.8,17.0,2025-10-03,121.547974,24.97439,https://maps.google.com/?cid=9754337051035884972,https://taplink.cc/mao.yu,ChIJ13VK7b0BaDQRrN1sAt5dXoc,
ht0072,Paws Fun 住好玩,OPERATIONAL,NTP006,"No. 14-1號, 環河路新店區新北市台灣 231",0289123012,56.0,3,4.7,237.0,2025-02-04,121.537912,24.961838,https://maps.google.com/?cid=4006973704131621381,https://www.facebook.com/Paws-Fun-1656025157995613/?fref=ts,ChIJ5Wq534kBaDQRBbIYo1qhmzc,
ht0073,喵的地球總部(原貓天地),OPERATIONAL,NTP006,231台灣新北市新店區寶慶街81號,0229180988,54.0,3,5.0,57.0,2025-02-13,121.5412427,24.9865824,https://maps.google.com/?cid=11807521732043139348,https://www.facebook.com/catwonderland81/,ChIJ88iuiroBaDQRFOki1HS-3KM,
ht0074,瑞奇馬汀寵物,OPERATIONAL,NTP006,231台灣新北市新店區北新路一段123號,0229180983,55.0,3,4.6,142.0,2024-07-31,121.5393277,24.9626791,https://maps.google.com/?cid=13048825746971894231,https://stork.pet/story/rickymartinpet/,ChIJ8dgqKIoBaDQR1yE7mOG9FrU,
ht0075,Poodle Bear 布逗熊寵物店,OPERATIONAL,NTP006,231台灣新北市新店區三民路32號,0229170076,66.0,3,4.7,64.0,2024-02-18,121.5367448,24.9713806,https://maps.google.com/?cid=15316108521986454373,https://www.facebook.com/poodlebeargrooming?ref=bookmarks,ChIJE4zB1h8CaDQRZfNVco2_jdQ,
ht0076,咪妮寵物用品店,OPERATIONAL,NTP006,231台灣新北市新店區中興路三段170號,0289111336,57.0,3,4.4,61.0,2023-05-16,121.54438,24.981034,https://maps.google.com/?cid=4553381427683094992,,ChIJMbO99vkBaDQR0HHpm0jcMD8,
ht0077,宏亞寵物沙龍,OPERATIONAL,NTP006,231台灣新北市新店區中央路5號,0222180505,45.0,3,4.2,30.0,2024-08-06,121.5336712,24.9785644,https://maps.google.com/?cid=2968645056292500030,https://www.facebook.com/hoyapetsalon/,ChIJUf1k5RwCaDQRPrKIPPO-Mik,
ht0078,得意寵物用品店,OPERATIONAL,NTP006,231台灣新北市新店區北新路二段187號1樓,0229150915,63.0,3,4.5,41.0,2020-07-31,121.5425636,24.9776292,https://maps.google.com/?cid=4362474307563988480,,ChIJZWFETfcBaDQRAKYe9ESfijw,
ht0079,派特屋寵物生活館,OPERATIONAL,NTP006,231台灣新北市新店區如意街1巷8號1樓,0222151210,72.0,3,5.0,10.0,2021-12-06,121.4960289,24.9493612,https://maps.google.com/?cid=13003769292864622484,,ChIJ_8P8-BQDaDQRlA9UYkardrQ,
ht0080,金吉利寵物精品店 (北新店),OPERATIONAL,NTP006,231台灣新北市新店區北新路三段37號,0229130031,70.0,3,4.5,277.0,2024-12-09,121.5417926,24.9802392,https://maps.google.com/?cid=16788842252326976469,https://www.facebook.com/1609417959084995,ChIJd_nLk_kBaDQR1bsE0BPz_eg,
ht0081,四葉草貓舍(預約制),OPERATIONAL,NTP006,231053台灣新北市新店區長春路43巷58號,0913802098,56.0,3,5.0,31.0,2025-10-26,121.5503425,24.959006,https://maps.google.com/?cid=11334995064757864528,https://facebook.com/share/15q16udteT/?mibextid=wwXlfr,ChIJlSS8rq8BaDQRUMiyvfT9TZ0,
ht0082,毛寵舒室,OPERATIONAL,NTP005,242台灣新北市新莊區福德一街76號,0285211343,84.0,3,4.9,74.0,2021-09-21,121.4614532,25.0562582,https://maps.google.com/?cid=615760939231956504,http://www.petscomfortzone.tw/,ChIJ0U0ESJWpQjQRGE570U-fiwg,
ht0083,溜溜貓屋་培育布偶貓、短腿貓 、金吉拉་合法貓舍｜附設貓旅館（全預約制）,OPERATIONAL,NTP005,242台灣新北市新莊區福壽街142巷15號,,56.0,3,4.8,88.0,2023-05-13,121.458646,25.051991,https://maps.google.com/?cid=4503633599516768716,,ChIJ0bL3IIWpQjQRzPm1weUegD4,
