name,place_id,buss_status,geometry,update_time,in_boundary,update_date,address,phone,opening_hours,rating,rating_total,longitude,latitude,map_url,website,newest_review
No.36Farm 36號農場,ChIJSxzazNVsaDQRWjD7LNOHQ5A,OPERATIONAL,"{'lat': 24.6793701, 'lng': 121.3974117}",2025/11/12 06:57:15,True,2025/11/12,336台灣桃园市复兴区36號,033912585,"['星期一: 07:00 – 21:00' '星期二: 07:00 – 21:00' '星期三: 07:00 – 21:00'
 '星期四: 07:00 – 21:00' '星期五: 07:00 – 21:00' '星期六: 07:00 – 21:00'
 '星期日: 07:00 – 21:00']",4.5,209.0,121.3974117,24.6793701,https://maps.google.com/?cid=10395301705963745370,https://36farm.okgo.tw/,2025-04-25
福緣山莊,ChIJzcQ_Q9gSaDQREoA_Hyuf3Y0,OPERATIONAL,"{'lat': 24.6945315, 'lng': 121.4007738}",2025/11/12 06:57:15,True,2025/11/12,336台灣桃園市復興區180-7號,033912090,"['星期一: 09:00 – 12:00, 14:00 – 21:30' '星期二: 09:00 – 12:00, 14:00 – 21:30'
 '星期三: 09:00 – 12:00, 14:00 – 21:30' '星期四: 09:00 – 12:00, 14:00 – 21:30'
 '星期五: 09:00 – 12:00, 14:00 – 21:30' '星期六: 09:00 – 12:00, 14:00 – 21:30'
 '星期日: 09:00 – 12:00, 14:00 – 21:30']",4.6,423.0,121.4007738,24.6945315,https://maps.google.com/?cid=10222501736757559314,http://www.fu-yam.com.tw/,2025-06-02
溪景生態農莊,ChIJL9iDFtgSaDQR2anBcYFF_6M,OPERATIONAL,"{'lat': 24.6944412, 'lng': 121.4019976}",2025/11/12 06:57:15,True,2025/11/12,336台灣桃園市復興區180-2號,033912027,"['星期一: 09:00 – 20:00' '星期二: 09:00 – 20:00' '星期三: 09:00 – 20:00'
 '星期四: 09:00 – 20:00' '星期五: 09:00 – 20:00' '星期六: 09:00 – 20:00'
 '星期日: 09:00 – 20:00']",4.3,329.0,121.4019976,24.6944412,https://maps.google.com/?cid=11817240369505085913,http://brookview.okgo.tw/,2025-07-04
桃園復興鄉桃子菇菇休閒農莊,ChIJ5ydB6s8SaDQR2aFhESD95nc,OPERATIONAL,"{'lat': 24.6890601, 'lng': 121.4204036}",2025/11/12 06:57:15,True,2025/11/12,336台灣桃園市復興區中心路148號,0920579335,,4.2,223.0,121.4204036,24.6890601,https://maps.google.com/?cid=8639871249329267161,,2025-04-04
拉拉山木村的家露營區,ChIJWfgpKNASaDQRF_k7SuPsqiY,OPERATIONAL,"{'lat': 24.688407, 'lng': 121.4113213}",2025/11/12 06:57:15,True,2025/11/12,336台灣桃園市復興區中心路156-2號,0930094046,"['星期一: 24 小時營業' '星期二: 24 小時營業' '星期三: 24 小時營業' '星期四: 24 小時營業'
 '星期五: 24 小時營業' '星期六: 24 小時營業' '星期日: 24 小時營業']",4.5,210.0,121.4113213,24.688407,https://maps.google.com/?cid=2786299780429248791,https://zh-tw.facebook.com/yuminxmahong,2025-06-05
阿爸的故事,ChIJjYnrwgYTaDQR3nXpDMGSSU4,OPERATIONAL,"{'lat': 24.6961698, 'lng': 121.4097558}",2025/11/12 06:57:15,True,2025/11/12,336台灣桃園市復興區華陵里華陵村11鄰180號,0989678788,"['星期一: 24 小時營業' '星期二: 24 小時營業' '星期三: 24 小時營業' '星期四: 24 小時營業'
 '星期五: 24 小時營業' '星期六: 24 小時營業' '星期日: 24 小時營業']",4.5,158.0,121.4097558,24.6961698,https://maps.google.com/?cid=5641201366101226974,https://www.facebook.com/profile.php?id=100082866835708&mibextid=ZbWKwL,2024-08-24
俠雲山莊,ChIJKY-E9b8SaDQR_keWS-LmqUY,OPERATIONAL,"{'lat': 24.6947048, 'lng': 121.4211107}",2025/11/12 06:57:15,True,2025/11/12,336台灣桃園市復興區巴崚143-5號,033912901,,4.6,592.0,121.4211107,24.6947048,https://maps.google.com/?cid=5091854713324193790,https://xiayun.okgo.tw/,2025-05-18
楓墅館&觀雲館 by 緣圓旅墅－拉拉山(民宿推薦，小木屋，休憩農莊，度假山莊，親子民宿，景觀民宿推薦 ),ChIJayFuBL8SaDQRQKxhI3eNT1k,OPERATIONAL,"{'lat': 24.6945501, 'lng': 121.4250418}",2025/11/12 06:57:15,True,2025/11/12,336台灣桃園市復興區中心路210巷17號,0965357601,"['星期一: 08:00 – 21:00' '星期二: 08:00 – 21:00' '星期三: 08:00 – 21:00'
 '星期四: 08:00 – 21:00' '星期五: 08:00 – 21:00' '星期六: 08:00 – 21:00'
 '星期日: 08:00 – 21:00']",4.9,679.0,121.4250418,24.6945501,https://maps.google.com/?cid=6435517935369956416,https://phellip2021.wixsite.com/yuanyuanvilla,2025-06-30
拉拉山高園農場,ChIJYWL1_7QTaDQRplUc6QsAWJ0,OPERATIONAL,"{'lat': 24.6929644, 'lng': 121.4164774}",2025/11/12 06:57:15,True,2025/11/12,336台灣桃園市復興區神木路192-3號,0909339786,"['星期一: 24 小時營業' '星期二: 24 小時營業' '星期三: 24 小時營業' '星期四: 24 小時營業'
 '星期五: 24 小時營業' '星期六: 24 小時營業' '星期日: 24 小時營業']",4.7,334.0,121.4164774,24.6929644,https://maps.google.com/?cid=11337812113060812198,https://www.facebook.com/p/%E6%8B%89%E6%8B%89%E5%B1%B1%E9%AB%98%E5%9C%92%E8%BE%B2%E5%A0%B4-100063821748975/?locale=zh_TW,2025-08-09
拉拉山-歡喜農場 民宿,ChIJXQl47M8SaDQRBTf_Yvz4uX4,OPERATIONAL,"{'lat': 24.6892688, 'lng': 121.412537}",2025/11/12 06:57:15,True,2025/11/12,336台灣桃園市復興區中心路86巷8號,0952388988,,4.9,411.0,121.412537,24.6892688,https://maps.google.com/?cid=9131603482346731269,https://m.facebook.com/lalahappy3618,2025-06-08
康醫生技國際股份有限公司(儲運中心)-台中寵物預防醫學|寵物健康檢測|寵物照護產品|寵物尿液試紙|寵物尿液檢測|寵物清潔用品,ChIJgwa-zO47aTQRg2_H6LTvwTE,OPERATIONAL,"{'lat': 24.0491528, 'lng': 120.6588381}",2025/11/12 06:57:18,True,2025/11/12,414台灣臺中市烏日區成豐巷28-1號,,"['星期一: 09:00 – 18:00' '星期二: 09:00 – 18:00' '星期三: 09:00 – 18:00'
 '星期四: 09:00 – 18:00' '星期五: 09:00 – 18:00' '星期六: 休息' '星期日: 休息']",5.0,13.0,120.6588381,24.0491528,https://maps.google.com/?cid=3585410338642161539,https://www.con-e.co/,2025-02-08
綠草園,ChIJPWPaJmw7aTQRYPwrhIryjnk,OPERATIONAL,"{'lat': 24.0355975, 'lng': 120.6353151}",2025/11/12 06:57:18,True,2025/11/12,414台灣臺中市烏日區慶光路55號,0919015045,"['星期一: 09:00 – 05:00' '星期二: 09:00 – 17:00' '星期三: 09:00 – 17:00'
 '星期四: 09:00 – 17:00' '星期五: 09:00 – 17:00' '星期六: 休息' '星期日: 休息']",5.0,1.0,120.6353151,24.0355975,https://maps.google.com/?cid=8759205002019077216,https://shopee.tw/shop/301646024,2025-03-05
台中蜜袋鼯養殖專賣店 睡鼠 拇指松鼠（先打電話line預約制）底下按地球可以加line,ChIJYXXYBwA7aTQRBFjcW5cy89Q,OPERATIONAL,"{'lat': 24.0461571, 'lng': 120.6785554}",2025/11/12 06:57:18,True,2025/11/12,413台灣臺中市霧峰區六股路258巷11號,0938510950,"['星期一: 09:00 – 23:00' '星期二: 09:00 – 23:00' '星期三: 09:00 – 23:00'
 '星期四: 09:00 – 23:00' '星期五: 09:00 – 23:00' '星期六: 09:00 – 23:00'
 '星期日: 09:00 – 23:00']",,,120.6785397,24.0461579,https://maps.google.com/?cid=15344663981044029444,https://page.line.me/164edvyl,
魚躍七彩神仙魚,ChIJnao3rA07aTQR6Jn5xjPrlyI,OPERATIONAL,"{'lat': 24.0544392, 'lng': 120.6749108}",2025/11/12 06:57:18,True,2025/11/12,413台灣臺中市霧峰區丁台路330號,0933424282,"['星期一: 09:00 – 20:30' '星期二: 09:00 – 20:30' '星期三: 08:30 – 21:30'
 '星期四: 14:00 – 21:30' '星期五: 08:30 – 21:30' '星期六: 08:30 – 21:30'
 '星期日: 09:00 – 17:00']",4.9,24.0,120.6748731,24.0544282,https://maps.google.com/?cid=2492719526386964968,https://www.facebook.com/profile.php?id=100063864979346,2022-05-31
毛屋寵物用品Máowū,ChIJb_79ee91bjQR-KS5ZO4y2tA,OPERATIONAL,"{'lat': 22.9227283, 'lng': 120.2453906}",2025/11/12 06:55:17,True,2025/11/12,717台灣臺南市仁德區開發二路8號,0988123023,"['星期一: 09:00 – 17:00' '星期二: 09:00 – 17:00' '星期三: 09:00 – 17:00'
 '星期四: 09:00 – 17:00' '星期五: 09:00 – 17:00' '星期六: 休息' '星期日: 休息']",5.0,93.0,120.2453906,22.9227283,https://maps.google.com/?cid=15049397104285426936,https://maowutec.com/,2024-12-14
迷迷寵物生活館,ChIJo4ydjNd1bjQRSNt4kGp-FCY,OPERATIONAL,"{'lat': 22.9184336, 'lng': 120.2259572}",2025/11/12 06:55:17,True,2025/11/12,717台灣臺南市仁德區二仁路一段38號,0930800932,"['星期一: 17:00 – 19:00' '星期二: 10:00 – 20:00' '星期三: 10:00 – 20:00'
 '星期四: 10:00 – 20:00' '星期五: 10:00 – 20:00' '星期六: 11:00 – 19:00'
 '星期日: 11:00 – 19:00']",5.0,74.0,120.2259889,22.9184357,https://maps.google.com/?cid=2743957069130947400,http://www.memepet2024.com/,2025-09-23
寶寶寵物生活館,ChIJ_Wkp5ex0bjQRDnem7t6rgRM,OPERATIONAL,"{'lat': 22.9184261, 'lng': 120.2259567}",2025/11/12 06:55:17,True,2025/11/12,717台灣臺南市仁德區二仁路一段40號,0920046892,"['星期一: 10:00 – 19:30' '星期二: 10:00 – 19:30' '星期三: 10:00 – 16:00' '星期四: 休息'
 '星期五: 10:00 – 19:30' '星期六: 10:00 – 19:30' '星期日: 10:00 – 16:00']",4.6,42.0,120.22598,22.9184276,https://maps.google.com/?cid=1405593532691281678,,2024-05-27
貓你兔犬（台南暫無門市，純電商經營）,ChIJGZshos13bjQRtl57lTQIhiY,OPERATIONAL,"{'lat': 22.9196897, 'lng': 120.2110049}",2025/11/12 06:55:17,True,2025/11/12,717台灣臺南市仁德區中正西路576號,,"['星期一: 09:00 – 17:55' '星期二: 09:00 – 17:55' '星期三: 09:00 – 17:55'
 '星期四: 09:00 – 17:55' '星期五: 09:00 – 17:55' '星期六: 休息' '星期日: 休息']",4.8,75.0,120.2110049,22.9196897,https://maps.google.com/?cid=2775915242259701430,https://catyourabbitdog.com/,2022-02-09
小品養殖（24小時預約制）蜜袋鼯 刺蝟 坎貝爾卷毛倉鼠 通心粉鼠 肥尾沙鼠 狐獴 雪貂 拇指松鼠 睡鼠 花枝鼠,ChIJTTL2e25zbjQRPCzNcp3hYzI,OPERATIONAL,"{'lat': 22.9077227, 'lng': 120.2508117}",2025/11/12 06:55:17,True,2025/11/12,717台灣臺南市仁德區中洲路667號,0985121510,"['星期一: 24 小時營業' '星期二: 24 小時營業' '星期三: 24 小時營業' '星期四: 24 小時營業'
 '星期五: 24 小時營業' '星期六: 24 小時營業' '星期日: 24 小時營業']",4.9,826.0,120.2508104,22.9077273,https://maps.google.com/?cid=3630993790942915644,https://linkby.tw/0985121510,2025-08-14
天然水族器材有限公司,ChIJEf9IwvR0bjQRbZmKYCd2rW4,OPERATIONAL,"{'lat': 22.9271504, 'lng': 120.2285448}",2025/11/12 06:55:17,True,2025/11/12,71745台灣臺南市仁德區保安路一段90-9號,063661318,"['星期一: 09:00 – 17:30' '星期二: 09:00 – 17:30' '星期三: 09:00 – 17:30'
 '星期四: 09:00 – 17:30' '星期五: 09:00 – 17:30' '星期六: 休息' '星期日: 休息']",4.6,12.0,120.2285842,22.9269294,https://maps.google.com/?cid=7975160426638514541,http://leilih.com/,2019-08-25
遠達國際有限公司,ChIJAZSbmYF0bjQRTYKW0TNebfA,OPERATIONAL,"{'lat': 22.9226444, 'lng': 120.2492075}",2025/11/12 06:55:17,True,2025/11/12,717台灣臺南市仁德區民生路15號,062660011,"['星期一: 08:00 – 17:30' '星期二: 08:00 – 17:30' '星期三: 08:00 – 17:30'
 '星期四: 08:00 – 17:30' '星期五: 08:00 – 17:30' '星期六: 休息' '星期日: 休息']",4.2,5.0,120.2491425,22.9225929,https://maps.google.com/?cid=17324606918216811085,https://www.yuanda-petfood.com/,2023-05-03
PetO2第一家寵物氧氣機/製氧機/氧氣箱/販售(預約制請先電聯),ChIJZbZgYB91bjQRlFgd6gGLHjc,OPERATIONAL,"{'lat': 22.9155782, 'lng': 120.217618}",2025/11/12 06:55:17,True,2025/11/12,717台灣臺南市仁德區行大街291-2號,0989707190,"['星期一: 10:00 – 20:00' '星期二: 10:00 – 20:00' '星期三: 10:00 – 20:00'
 '星期四: 10:00 – 20:00' '星期五: 10:00 – 20:00' '星期六: 10:00 – 20:00'
 '星期日: 10:00 – 20:00']",5.0,8.0,120.217618,22.9155782,https://maps.google.com/?cid=3971764761726376084,https://www.peto2.tw/,2025-03-25
百分百寵物生活館 寵物美容(鳳林店) 獸醫師開的寵物店,ChIJd__9IwbjcTQRcxObIkHMrBY,OPERATIONAL,"{'lat': 22.5026654, 'lng': 120.3975342}",2025/11/12 06:55:20,True,2025/11/12,832台灣高雄市林園區鳳林路一段39號,076410998,"['星期一: 10:00 – 22:00' '星期二: 10:00 – 22:00' '星期三: 10:00 – 22:00'
 '星期四: 10:00 – 22:00' '星期五: 10:00 – 22:00' '星期六: 10:00 – 22:00'
 '星期日: 10:00 – 22:00']",4.9,285.0,120.3975342,22.5026654,https://maps.google.com/?cid=1633905344954176371,https://www.pet100pa.com/news,2025-10-18
東森寵物 高雄林園東店,ChIJw9qh6nvicTQRCG5w65p5kHk,OPERATIONAL,"{'lat': 22.5037652, 'lng': 120.3965855}",2025/11/12 06:55:20,True,2025/11/12,832台灣高雄市林園區東林東路28號1樓,076425770,"['星期一: 10:00 – 22:00' '星期二: 10:00 – 22:00' '星期三: 10:00 – 22:00'
 '星期四: 10:00 – 22:00' '星期五: 10:00 – 22:00' '星期六: 10:00 – 22:00'
 '星期日: 10:00 – 22:00']",4.6,341.0,120.3965855,22.5037652,https://maps.google.com/?cid=8759634981517553160,https://www.etipets.com/,2025-08-24
雅緻水族,ChIJwVnXjHzicTQREDRS8JiUuyM,OPERATIONAL,"{'lat': 22.5023981, 'lng': 120.3940771}",2025/11/12 06:55:20,True,2025/11/12,832台灣高雄市林園區文化街52號,076423118,"['星期一: 10:00 – 09:00' '星期二: 10:00 – 09:00' '星期三: 10:00 – 09:00'
 '星期四: 10:00 – 09:00' '星期五: 10:00 – 09:00' '星期六: 10:00 – 09:00'
 '星期日: 10:00 – 09:00']",4.6,76.0,120.3940544,22.5023917,https://maps.google.com/?cid=2574814996560229392,,2021-01-29
狗狗讚寵物美容,ChIJP1BkRIXjcTQR-QdS6LHfxvo,OPERATIONAL,"{'lat': 22.504643, 'lng': 120.3976441}",2025/11/12 06:55:20,True,2025/11/12,832台灣高雄市林園區鳳林路一段前段110號,0906331520,"['星期一: 10:00 – 18:30' '星期二: 10:00 – 18:30' '星期三: 10:00 – 18:30' '星期四: 休息'
 '星期五: 10:00 – 18:30' '星期六: 10:00 – 18:30' '星期日: 10:00 – 18:30']",5.0,44.0,120.3976005,22.5046281,https://maps.google.com/?cid=18070376510070589433,https://www.facebook.com/profile.php?id=100063579950880&mibextid=LQQJ4d,2025-01-25
POYA寶雅 高雄林園二店,ChIJW8yyYxXjcTQRAQB5OhV61oU,OPERATIONAL,"{'lat': 22.502571, 'lng': 120.3975418}",2025/11/12 06:55:20,True,2025/11/12,832台灣高雄市林園區鳳林路一段39號,076428808,"['星期一: 10:00 – 22:00' '星期二: 10:00 – 22:00' '星期三: 10:00 – 22:00'
 '星期四: 10:00 – 22:00' '星期五: 10:00 – 22:00' '星期六: 10:00 – 22:00'
 '星期日: 10:00 – 22:00']",4.3,151.0,120.3975006,22.5025685,https://maps.google.com/?cid=9644029883654406145,http://www.poyahome.com.tw/,2025-08-16
鳳林水族,ChIJK2EIY3nicTQRUmPEAutdU8U,OPERATIONAL,"{'lat': 22.5050338, 'lng': 120.3974165}",2025/11/12 06:55:20,True,2025/11/12,832台灣高雄市林園區鳳林路一段134號,076435643,"['星期一: 07:00 – 22:00' '星期二: 07:00 – 22:00' '星期三: 07:00 – 22:00'
 '星期四: 07:00 – 22:00' '星期五: 07:00 – 22:00' '星期六: 07:00 – 22:00'
 '星期日: 07:00 – 22:00']",4.8,17.0,120.3974192,22.5050349,https://maps.google.com/?cid=14218811712483910482,,2022-02-22
裕農爬蟲工作室｜無店面｜無參觀｜高雄爬店｜守宮｜課程｜高雄爬蟲-網路銷售,ChIJkd4wHaDjcTQRWZFTRODkTwA,OPERATIONAL,"{'lat': 22.4972434, 'lng': 120.3841476}",2025/11/12 06:55:20,True,2025/11/12,832台灣高雄市林園區港埔三路112巷2號,0930992008,,5.0,2334.0,120.3841476,22.4972434,https://maps.google.com/?cid=22488175030276441,https://m.facebook.com/DYUGECKO/,2025-07-19
雅新美容美髮材料行,ChIJheP5OHzicTQRNNV3E0yPG2Q,OPERATIONAL,"{'lat': 22.5043565, 'lng': 120.3934585}",2025/11/12 06:55:20,True,2025/11/12,832台灣高雄市林園區文化街117號,076430577,"['星期一: 08:00 – 21:30' '星期二: 08:00 – 21:30' '星期三: 08:00 – 21:30'
 '星期四: 08:00 – 21:30' '星期五: 08:00 – 21:30' '星期六: 08:00 – 21:30'
 '星期日: 08:00 – 21:00']",4.8,5.0,120.3934355,22.5043527,https://maps.google.com/?cid=7213516785070888244,,2019-05-21
頑皮狗寵物生活館,ChIJr-GobobicTQRRNDU3Nn_J_E,OPERATIONAL,"{'lat': 22.5037273, 'lng': 120.3849489}",2025/11/12 06:55:20,True,2025/11/12,832台灣高雄市林園區東林西路463號,076439412,,4.0,6.0,120.384948,22.503735,https://maps.google.com/?cid=17377138998410268740,,2019-10-19
D調貓舍,ChIJFX-PppXjcTQR9sxOhkndudA,OPERATIONAL,"{'lat': 22.4861744, 'lng': 120.3977412}",2025/11/12 06:55:20,True,2025/11/12,832台灣高雄市林園區漁港路77之13號,0906066060,"['星期一: 24 小時營業' '星期二: 24 小時營業' '星期三: 24 小時營業' '星期四: 24 小時營業'
 '星期五: 24 小時營業' '星期六: 24 小時營業' '星期日: 24 小時營業']",4.8,4.0,120.3977414,22.4861774,https://maps.google.com/?cid=15040295738436144374,https://lin.ee/LXvNpXS,2021-08-06
