AreaID,AreaName,fld01,fld02,fld03,fld05,fld06,fld04,fld08,fld07,fld10,animal,date,city,update_date
115,115南港區,0,1,0,1,1,1,0,0,0,1,2025-11-03,V,2025/11/08
116,116文山區,2,4,0,3,11,3,0,0,0,1,2025-11-03,V,2025/11/08
320,320中壢區,0,1,0,6,4,0,0,0,0,0,2025-11-03,C,2025/11/08
324,324平鎮區,0,0,0,2,1,0,0,0,0,0,2025-11-03,C,2025/11/08
325,325龍潭區,1,0,0,3,0,0,0,0,0,0,2025-11-03,C,2025/11/08
326,326楊梅區,0,2,0,7,1,0,0,0,0,0,2025-11-03,C,2025/11/08
327,327新屋區,0,0,0,1,0,0,0,0,0,0,2025-11-03,C,2025/11/08
328,328觀音區,0,0,0,0,0,0,0,0,0,0,2025-11-03,C,2025/11/08
330,330桃園區,6,10,0,19,5,2,0,0,0,0,2025-11-03,C,2025/11/08
333,333龜山區,0,1,0,6,2,0,0,0,0,0,2025-11-03,C,2025/11/08
334,334八德區,0,2,0,2,9,1,0,0,0,0,2025-11-03,C,2025/11/08
335,335大溪區,0,1,0,1,0,0,0,0,0,0,2025-11-03,C,2025/11/08
336,336復興區,0,2,0,0,1,0,0,0,0,0,2025-11-03,C,2025/11/08
337,337大園區,1,2,0,2,1,1,0,0,0,0,2025-11-03,C,2025/11/08
338,338蘆竹區,0,3,0,4,1,3,0,0,0,0,2025-11-03,C,2025/11/08
320,320中壢區,6,6,0,10,3,2,0,0,0,1,2025-11-03,C,2025/11/08
324,324平鎮區,1,4,0,6,1,4,0,0,0,1,2025-11-03,C,2025/11/08
325,325龍潭區,3,7,0,5,1,5,0,0,0,1,2025-11-03,C,2025/11/08
326,326楊梅區,3,7,0,8,1,4,0,0,0,1,2025-11-03,C,2025/11/08
327,327新屋區,0,0,0,1,0,0,0,0,0,1,2025-11-03,C,2025/11/08
328,328觀音區,1,0,0,2,1,0,0,0,0,1,2025-11-03,C,2025/11/08
330,330桃園區,8,7,0,10,14,6,0,0,0,1,2025-11-03,C,2025/11/08
333,333龜山區,2,4,0,5,1,2,0,0,0,1,2025-11-03,C,2025/11/08
334,334八德區,3,5,0,5,2,3,0,0,0,1,2025-11-03,C,2025/11/08
335,335大溪區,1,9,0,13,26,2,0,0,0,1,2025-11-03,C,2025/11/08
336,336復興區,0,2,0,0,0,2,0,0,0,1,2025-11-03,C,2025/11/08
337,337大園區,1,1,0,2,0,1,0,0,0,1,2025-11-03,C,2025/11/08
338,338蘆竹區,3,6,0,6,4,2,0,0,0,1,2025-11-03,C,2025/11/08
400,400中區,0,0,0,0,0,0,0,0,0,0,2025-11-03,S,2025/11/08
401,401東區,0,0,0,0,0,0,0,0,0,0,2025-11-03,S,2025/11/08
402,402南區,0,5,0,14,3,0,0,0,0,0,2025-11-03,S,2025/11/08
403,403西區,2,9,0,21,1,1,0,0,0,0,2025-11-03,S,2025/11/08
404,404北區,0,1,0,6,4,0,0,0,0,0,2025-11-03,S,2025/11/08
406,406北屯區,1,2,0,5,3,1,0,0,0,0,2025-11-03,S,2025/11/08
407,407西屯區,1,3,0,6,3,2,0,0,0,0,2025-11-03,S,2025/11/08
408,408南屯區,2,6,0,17,2,3,0,0,0,0,2025-11-03,S,2025/11/08
411,411太平區,0,0,0,5,3,0,0,0,0,0,2025-11-03,S,2025/11/08
412,412大里區,2,3,0,10,3,1,0,0,0,0,2025-11-03,S,2025/11/08
413,413霧峰區,0,0,0,0,1,0,0,0,0,0,2025-11-03,S,2025/11/08
414,414烏日區,1,1,0,1,2,0,0,0,0,0,2025-11-03,S,2025/11/08
420,420豐原區,2,3,0,3,1,1,0,0,0,0,2025-11-03,S,2025/11/08
421,421后里區,0,0,0,1,1,0,0,0,0,0,2025-11-03,S,2025/11/08
422,422石岡區,0,1,0,0,0,1,0,0,0,0,2025-11-03,S,2025/11/08
423,423東勢區,0,0,0,0,0,0,0,0,0,0,2025-11-03,S,2025/11/08
424,424和平區,0,0,0,1,0,0,0,0,0,0,2025-11-03,S,2025/11/08
426,426新社區,0,0,0,0,0,0,0,0,0,0,2025-11-03,S,2025/11/08
427,427潭子區,1,1,0,3,3,1,0,0,0,0,2025-11-03,S,2025/11/08
428,428大雅區,0,1,0,3,1,1,0,0,0,0,2025-11-03,S,2025/11/08
429,429神岡區,0,0,0,0,1,0,0,0,0,0,2025-11-03,S,2025/11/08
432,432大肚區,0,5,0,0,0,5,0,0,0,0,2025-11-03,S,2025/11/08
433,433沙鹿區,1,1,0,0,5,1,0,0,0,0,2025-11-03,S,2025/11/08
434,434龍井區,0,1,0,1,4,1,0,0,0,0,2025-11-03,S,2025/11/08
435,435梧棲區,0,2,0,1,0,2,0,0,0,0,2025-11-03,S,2025/11/08
436,436清水區,1,2,0,0,0,1,0,0,0,0,2025-11-03,S,2025/11/08
437,437大甲區,0,0,0,0,0,0,0,0,0,0,2025-11-03,S,2025/11/08
438,438外埔區,0,0,0,1,0,0,0,0,0,0,2025-11-03,S,2025/11/08
439,439大安區,0,0,0,0,0,0,0,0,0,0,2025-11-03,S,2025/11/08
400,400中區,1,0,0,0,0,0,0,0,0,1,2025-11-03,S,2025/11/08
401,401東區,2,1,0,1,3,1,0,0,0,1,2025-11-03,S,2025/11/08
402,402南區,4,6,0,1,6,6,0,0,0,1,2025-11-03,S,2025/11/08
403,403西區,5,4,0,2,2,1,0,0,0,1,2025-11-03,S,2025/11/08
404,404北區,2,5,0,2,0,4,0,0,0,1,2025-11-03,S,2025/11/08
406,406北屯區,13,13,0,19,19,9,0,0,0,1,2025-11-03,S,2025/11/08
407,407西屯區,4,12,0,13,4,5,0,0,0,1,2025-11-03,S,2025/11/08
408,408南屯區,2,10,0,3,5,4,0,0,0,1,2025-11-03,S,2025/11/08
411,411太平區,5,12,0,3,1,10,0,0,0,1,2025-11-03,S,2025/11/08
412,412大里區,8,8,0,9,0,4,0,0,0,1,2025-11-03,S,2025/11/08
413,413霧峰區,0,0,0,17,0,0,0,0,0,1,2025-11-03,S,2025/11/08
414,414烏日區,1,6,0,0,3,4,0,0,0,1,2025-11-03,S,2025/11/08
420,420豐原區,2,3,0,0,3,3,0,0,0,1,2025-11-03,S,2025/11/08
421,421后里區,0,0,0,0,0,0,0,0,0,1,2025-11-03,S,2025/11/08
422,422石岡區,0,0,0,0,0,0,0,0,0,1,2025-11-03,S,2025/11/08
423,423東勢區,1,1,0,0,0,1,0,0,0,1,2025-11-03,S,2025/11/08
424,424和平區,0,0,0,0,0,0,0,0,0,1,2025-11-03,S,2025/11/08
426,426新社區,0,0,0,0,0,0,0,0,0,1,2025-11-03,S,2025/11/08
427,427潭子區,2,4,0,2,8,4,0,0,0,1,2025-11-03,S,2025/11/08
428,428大雅區,1,3,0,2,0,3,0,0,0,1,2025-11-03,S,2025/11/08
429,429神岡區,1,3,0,2,0,2,0,0,0,1,2025-11-03,S,2025/11/08
432,432大肚區,1,0,0,0,1,0,0,0,0,1,2025-11-03,S,2025/11/08
433,433沙鹿區,2,2,0,0,1,2,0,0,0,1,2025-11-03,S,2025/11/08
434,434龍井區,0,5,0,1,0,2,0,0,0,1,2025-11-03,S,2025/11/08
435,435梧棲區,1,9,0,4,5,4,0,0,0,1,2025-11-03,S,2025/11/08
436,436清水區,2,5,0,2,0,5,0,0,0,1,2025-11-03,S,2025/11/08
437,437大甲區,1,2,0,2,1,2,0,0,0,1,2025-11-03,S,2025/11/08
438,438外埔區,0,4,0,0,0,2,0,0,0,1,2025-11-03,S,2025/11/08
439,439大安區,0,0,0,0,0,0,0,0,0,1,2025-11-03,S,2025/11/08
700,700中西區,2,1,0,1,0,1,0,0,0,0,2025-11-03,U,2025/11/08
701,701東區,2,2,0,1,1,2,0,0,0,0,2025-11-03,U,2025/11/08
702,702南區,1,2,0,2,0,0,0,0,0,0,2025-11-03,U,2025/11/08
703,703中西區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
704,704北區,1,0,0,5,1,0,0,0,0,0,2025-11-03,U,2025/11/08
708,708安平區,1,3,0,3,0,0,0,0,0,0,2025-11-03,U,2025/11/08
709,709安南區,0,0,0,2,1,0,0,0,0,0,2025-11-03,U,2025/11/08
710,710永康區,4,16,0,21,1,0,0,0,0,0,2025-11-03,U,2025/11/08
711,711歸仁區,1,0,0,4,0,0,0,0,0,0,2025-11-03,U,2025/11/08
712,712新化區,0,0,0,0,2,0,0,0,0,0,2025-11-03,U,2025/11/08
713,713左鎮區,0,4,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
714,714玉井區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
715,715楠西區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
716,716南化區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
717,717仁德區,0,2,0,10,0,0,0,0,0,0,2025-11-03,U,2025/11/08
718,718關廟區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
719,719龍崎區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
720,720官田區,1,1,0,0,1,0,0,0,0,0,2025-11-03,U,2025/11/08
721,721麻豆區,0,7,0,1,0,7,0,0,0,0,2025-11-03,U,2025/11/08
722,722佳里區,1,0,0,2,0,0,0,0,0,0,2025-11-03,U,2025/11/08
723,723西港區,1,6,0,8,3,0,0,0,0,0,2025-11-03,U,2025/11/08
724,724七股區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
725,725將軍區,1,9,0,0,0,9,0,0,0,0,2025-11-03,U,2025/11/08
726,726學甲區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
727,727北門區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
730,730新營區,1,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
731,731後壁區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
732,732白河區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
733,733東山區,0,2,0,0,0,2,0,0,0,0,2025-11-03,U,2025/11/08
734,734六甲區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
735,735下營區,0,0,0,0,1,0,0,0,0,0,2025-11-03,U,2025/11/08
736,736柳營區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
737,737鹽水區,1,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
741,741善化區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
742,742大內區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
743,743山上區,0,0,0,0,0,0,0,0,0,0,2025-11-03,U,2025/11/08
744,744新市區,0,2,0,4,1,0,0,0,0,0,2025-11-03,U,2025/11/08
745,745安定區,0,0,0,1,0,0,0,0,0,0,2025-11-03,U,2025/11/08
700,700中西區,5,1,0,3,1,1,0,0,0,1,2025-11-03,U,2025/11/08
701,701東區,4,16,0,1,2,3,0,0,0,1,2025-11-03,U,2025/11/08
702,702南區,4,6,0,0,0,5,0,0,0,1,2025-11-03,U,2025/11/08
703,703中西區,0,0,0,0,0,0,0,0,0,1,2025-11-03,U,2025/11/08
704,704北區,4,8,0,0,1,8,0,0,0,1,2025-11-03,U,2025/11/08
708,708安平區,3,3,0,1,0,3,0,0,0,1,2025-11-03,U,2025/11/08
709,709安南區,2,8,0,4,4,8,0,0,0,1,2025-11-03,U,2025/11/08
710,710永康區,8,13,0,4,13,12,0,0,0,1,2025-11-03,U,2025/11/08
711,711歸仁區,2,2,0,0,0,2,0,0,0,1,2025-11-03,U,2025/11/08
712,712新化區,0,8,0,1,0,7,0,0,0,1,2025-11-03,U,2025/11/08
713,713左鎮區,0,0,0,0,0,0,0,0,0,1,2025-11-03,U,2025/11/08
714,714玉井區,0,1,0,0,0,1,0,0,0,1,2025-11-03,U,2025/11/08
715,715楠西區,0,1,0,0,0,1,0,0,0,1,2025-11-03,U,2025/11/08
716,716南化區,0,1,0,0,0,1,0,0,0,1,2025-11-03,U,2025/11/08
717,717仁德區,1,2,0,0,0,2,0,0,0,1,2025-11-03,U,2025/11/08
718,718關廟區,0,1,0,0,1,0,0,0,0,1,2025-11-03,U,2025/11/08
719,719龍崎區,0,0,0,0,0,0,0,0,0,1,2025-11-03,U,2025/11/08
720,720官田區,1,1,0,1,1,1,0,0,0,1,2025-11-03,U,2025/11/08
721,721麻豆區,0,2,0,2,0,0,0,0,0,1,2025-11-03,U,2025/11/08
722,722佳里區,1,2,0,4,6,0,0,0,0,1,2025-11-03,U,2025/11/08
723,723西港區,1,0,0,0,0,0,0,0,0,1,2025-11-03,U,2025/11/08
724,724七股區,0,0,0,0,0,0,0,0,0,1,2025-11-03,U,2025/11/08
725,725將軍區,1,6,0,0,0,6,0,0,0,1,2025-11-03,U,2025/11/08
726,726學甲區,0,2,0,1,0,2,0,0,0,1,2025-11-03,U,2025/11/08
727,727北門區,0,0,0,0,0,0,0,0,0,1,2025-11-03,U,2025/11/08
730,730新營區,4,12,0,1,1,3,0,0,0,1,2025-11-03,U,2025/11/08
731,731後壁區,0,0,0,1,1,0,0,0,0,1,2025-11-03,U,2025/11/08
732,732白河區,0,0,0,0,0,0,0,0,0,1,2025-11-03,U,2025/11/08
733,733東山區,0,0,0,0,0,0,0,0,0,1,2025-11-03,U,2025/11/08
734,734六甲區,0,0,0,0,0,0,0,0,0,1,2025-11-03,U,2025/11/08
735,735下營區,0,0,0,0,0,0,0,0,0,1,2025-11-03,U,2025/11/08
736,736柳營區,0,0,0,0,0,0,0,0,0,1,2025-11-03,U,2025/11/08
737,737鹽水區,0,0,0,0,1,0,0,0,0,1,2025-11-03,U,2025/11/08
741,741善化區,1,3,0,2,3,1,0,0,0,1,2025-11-03,U,2025/11/08
742,742大內區,0,0,0,0,0,0,0,0,0,1,2025-11-03,U,2025/11/08
743,743山上區,0,0,0,1,1,0,0,0,0,1,2025-11-03,U,2025/11/08
744,744新市區,0,0,0,1,3,0,0,0,0,1,2025-11-03,U,2025/11/08
745,745安定區,0,3,0,0,0,3,0,0,0,1,2025-11-03,U,2025/11/08
800,800新興區,0,2,0,0,1,0,0,0,0,0,2025-11-03,W,2025/11/08
801,801前金區,0,11,0,3,0,10,0,0,0,0,2025-11-03,W,2025/11/08
802,802苓雅區,3,6,0,2,2,1,0,0,0,0,2025-11-03,W,2025/11/08
803,803鹽埕區,0,1,0,0,1,0,0,0,0,0,2025-11-03,W,2025/11/08
804,804鼓山區,4,1,0,4,2,0,0,0,0,0,2025-11-03,W,2025/11/08
805,805旗津區,0,2,0,0,1,1,0,0,0,0,2025-11-03,W,2025/11/08
806,806前鎮區,2,3,0,12,2,0,0,0,0,0,2025-11-03,W,2025/11/08
807,807三民區,1,5,0,13,3,1,0,0,0,0,2025-11-03,W,2025/11/08
811,811楠梓區,0,5,0,13,2,0,0,0,0,0,2025-11-03,W,2025/11/08
812,812小港區,0,6,0,8,0,0,0,0,0,0,2025-11-03,W,2025/11/08
813,813左營區,0,2,0,13,3,1,0,0,0,0,2025-11-03,W,2025/11/08
814,814仁武區,2,6,0,2,2,1,0,0,0,0,2025-11-03,W,2025/11/08
815,815大社區,0,0,0,1,0,0,0,0,0,0,2025-11-03,W,2025/11/08
820,820岡山區,0,2,0,2,0,0,0,0,0,0,2025-11-03,W,2025/11/08
821,821路竹區,1,1,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
822,822阿蓮區,0,0,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
823,823田寮區,0,0,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
824,824燕巢區,2,8,0,0,0,2,0,0,0,0,2025-11-03,W,2025/11/08
825,825橋頭區,0,0,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
826,826梓官區,1,2,0,3,0,0,0,0,0,0,2025-11-03,W,2025/11/08
827,827彌陀區,0,1,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
828,828永安區,0,0,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
829,829湖內區,0,0,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
830,830鳳山區,3,5,0,11,1,0,0,0,0,0,2025-11-03,W,2025/11/08
831,831大寮區,2,4,0,6,4,4,0,0,0,0,2025-11-03,W,2025/11/08
832,832林園區,1,15,0,0,1,0,0,0,0,0,2025-11-03,W,2025/11/08
833,833鳥松區,1,0,0,1,0,0,0,0,0,0,2025-11-03,W,2025/11/08
840,840大樹區,0,0,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
842,842旗山區,0,2,0,0,1,1,0,0,0,0,2025-11-03,W,2025/11/08
843,843美濃區,1,1,0,2,6,0,0,0,0,0,2025-11-03,W,2025/11/08
844,844六龜區,0,0,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
845,845內門區,0,0,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
846,846杉林區,0,1,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
847,847甲仙區,0,0,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
848,848桃源區,0,1,0,1,0,0,0,0,0,0,2025-11-03,W,2025/11/08
849,849那瑪夏區,0,0,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
851,851茂林區,0,0,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
852,852茄萣區,0,0,0,0,0,0,0,0,0,0,2025-11-03,W,2025/11/08
800,800新興區,2,5,0,6,10,1,0,0,0,1,2025-11-03,W,2025/11/08
801,801前金區,0,0,0,0,0,0,0,0,0,1,2025-11-03,W,2025/11/08
802,802苓雅區,5,4,0,2,1,3,0,0,0,1,2025-11-03,W,2025/11/08
803,803鹽埕區,0,2,0,0,0,0,0,0,0,1,2025-11-03,W,2025/11/08
804,804鼓山區,2,1,0,3,2,1,0,0,0,1,2025-11-03,W,2025/11/08
805,805旗津區,0,1,0,1,0,0,0,0,0,1,2025-11-03,W,2025/11/08
806,806前鎮區,3,3,0,1,2,2,0,0,0,1,2025-11-03,W,2025/11/08
807,807三民區,8,30,0,18,5,14,0,0,0,1,2025-11-03,W,2025/11/08
811,811楠梓區,3,5,0,13,1,2,0,0,0,1,2025-11-03,W,2025/11/08
812,812小港區,1,4,0,6,2,2,0,0,0,1,2025-11-03,W,2025/11/08
813,813左營區,6,2,0,8,5,2,0,0,0,1,2025-11-03,W,2025/11/08
814,814仁武區,3,7,0,0,3,3,0,0,0,1,2025-11-03,W,2025/11/08
815,815大社區,0,0,0,0,0,0,0,0,0,1,2025-11-03,W,2025/11/08
820,820岡山區,2,5,0,0,0,3,0,0,0,1,2025-11-03,W,2025/11/08
821,821路竹區,0,3,0,2,0,2,0,0,0,1,2025-11-03,W,2025/11/08
822,822阿蓮區,0,1,0,0,1,1,0,0,0,1,2025-11-03,W,2025/11/08
823,823田寮區,0,0,0,0,0,0,0,0,0,1,2025-11-03,W,2025/11/08
824,824燕巢區,1,4,0,1,1,0,0,0,0,1,2025-11-03,W,2025/11/08
825,825橋頭區,1,3,0,0,0,1,0,0,0,1,2025-11-03,W,2025/11/08
826,826梓官區,2,6,0,3,0,0,0,0,0,1,2025-11-03,W,2025/11/08
827,827彌陀區,0,0,0,0,0,0,0,0,0,1,2025-11-03,W,2025/11/08
828,828永安區,0,1,0,1,1,0,0,0,0,1,2025-11-03,W,2025/11/08
829,829湖內區,1,1,0,0,0,0,0,0,0,1,2025-11-03,W,2025/11/08
830,830鳳山區,5,8,0,23,6,4,0,0,0,1,2025-11-03,W,2025/11/08
831,831大寮區,1,11,0,2,2,11,0,0,0,1,2025-11-03,W,2025/11/08
832,832林園區,0,1,0,0,3,0,0,0,0,1,2025-11-03,W,2025/11/08
833,833鳥松區,0,1,1,1,1,1,1,0,0,1,2025-11-03,W,2025/11/08
840,840大樹區,0,1,0,8,1,1,0,0,0,1,2025-11-03,W,2025/11/08
842,842旗山區,1,0,0,1,0,0,0,0,0,1,2025-11-03,W,2025/11/08
843,843美濃區,0,1,0,0,0,0,0,0,0,1,2025-11-03,W,2025/11/08
844,844六龜區,0,0,0,0,0,0,0,0,0,1,2025-11-03,W,2025/11/08
845,845內門區,0,2,0,0,0,2,0,0,0,1,2025-11-03,W,2025/11/08
846,846杉林區,0,1,0,0,0,1,0,0,0,1,2025-11-03,W,2025/11/08
847,847甲仙區,0,0,0,0,0,0,0,0,0,1,2025-11-03,W,2025/11/08
848,848桃源區,0,0,0,0,0,0,0,0,0,1,2025-11-03,W,2025/11/08
849,849那瑪夏區,0,0,0,0,0,0,0,0,0,1,2025-11-03,W,2025/11/08
851,851茂林區,0,0,0,0,0,0,0,0,0,1,2025-11-03,W,2025/11/08
