name,place_id,buss_status,geometry,update_time,in_boundary,update_date,address,phone,opening_hours,rating,rating_total,longitude,latitude,map_url,website,newest_review
Dog Ishow撖萇瘝??犖撌乩?摰?ChIJER_WP1RzbjQRHVhqa5t-Ip0,OPERATIONAL,"{'lat': 22.9179979, 'lng': 120.2664112}",2025/11/6 14:09,TRUE,2025/11/7,,,,,,,,,,,
?曉??曉秘?拍?瘣駁尹 撖萇蝢捆(曈單?摨? ?賊撣恍??秘?拙?,ChIJd__9IwbjcTQRcxObIkHMrBY,OPERATIONAL,"{'lat': 22.5026654, 'lng': 120.3975342}",2025/11/6 14:09,TRUE,2025/11/7,832台灣高雄市林園區鳳林路一段39號,076410998,"['星期一: 10:00 – 22:00' '星期二: 10:00 – 22:00' '星期三: 10:00 – 22:00'
 '星期四: 10:00 – 22:00' '星期五: 10:00 – 22:00' '星期六: 10:00 – 22:00'
 '星期日: 10:00 – 22:00']",4.9,285.0,120.3975342,22.5026654,https://maps.google.com/?cid=1633905344954176371,https://www.pet100pa.com/news,2025-10-18
??霈秘?拍?摰?ChIJP1BkRIXjcTQR-QdS6LHfxvo,OPERATIONAL,"{'lat': 22.504643, 'lng': 120.3976441}",2025/11/6 14:09,TRUE,2025/11/7,,,,,,,,,,,
??霈秘?拍?摰?ChIJP1BkRIXjcTQR-QdS6LHfxvo,OPERATIONAL,"{'lat': 22.504643, 'lng': 120.3976441}",2025/11/6 14:09,TRUE,2025/11/7,,,,,,,,,,,
??霈秘?拍?摰?ChIJP1BkRIXjcTQR-QdS6LHfxvo,OPERATIONAL,"{'lat': 22.504643, 'lng': 120.3976441}",2025/11/6 14:09,TRUE,2025/11/7,,,,,,,,,,,
?望ㄝ撖萇 擃????勗?,ChIJw9qh6nvicTQRCG5w65p5kHk,OPERATIONAL,"{'lat': 22.5037652, 'lng': 120.3965855}",2025/11/6 14:09,TRUE,2025/11/7,832台灣高雄市林園區東林東路28號1樓,076425770,"['星期一: 10:00 – 22:00' '星期二: 10:00 – 22:00' '星期三: 10:00 – 22:00'
 '星期四: 10:00 – 22:00' '星期五: 10:00 – 22:00' '星期六: 10:00 – 22:00'
 '星期日: 10:00 – 22:00']",4.6,341.0,120.3965855,22.5037652,https://maps.google.com/?cid=8759634981517553160,https://www.etipets.com/,2025-02-22
敹?撖萇蝢捆,ChIJ1a0FjX7icTQR-BbS4QXNpOg,OPERATIONAL,"{'lat': 22.5069148, 'lng': 120.3931221}",2025/11/6 14:09,TRUE,2025/11/7,832台灣高雄市林園區,076435351,"['星期一: 09:30 – 18:00' '星期二: 09:30 – 18:00' '星期三: 休息' '星期四: 09:30 – 18:00'
 '星期五: 09:30 – 18:00' '星期六: 09:30 – 19:00' '星期日: 09:30 – 19:00']",4.7,14.0,120.3931221,22.5069148,https://maps.google.com/?cid=16763749138127001336,https://m.facebook.com/ZhongAiPet/,2022-03-29
??秘?拍?瘣駁尹,ChIJr-GobobicTQRRNDU3Nn_J_E,OPERATIONAL,"{'lat': 22.5037273, 'lng': 120.3849489}",2025/11/6 14:09,TRUE,2025/11/7,832台灣高雄市林園區東林西路463號,076439412,,4.0,6.0,120.384948,22.503735,https://maps.google.com/?cid=17377138998410268740,,2019-10-19
Thuy Spa 頞?瘣蝢捆蝢,ChIJy4dmXADjcTQR94LsigkxJno,OPERATIONAL,"{'lat': 22.4820619, 'lng': 120.407979}",2025/11/6 14:09,TRUE,2025/11/7,832台灣高雄市林園區北汕二路75號,0955201929,"['星期一: 10:00 – 22:00' '星期二: 10:00 – 22:00' '星期三: 10:00 – 22:00'
 '星期四: 10:00 – 22:00' '星期五: 10:00 – 22:00' '星期六: 10:00 – 22:00'
 '星期日: 10:00 – 22:00']",5.0,18.0,120.407979,22.4820619,https://maps.google.com/?cid=8801776438797435639,,2025-10-22
POYA撖園? 擃???鈭?,ChIJW8yyYxXjcTQRAQB5OhV61oU,OPERATIONAL,"{'lat': 22.502571, 'lng': 120.3975418}",2025/11/6 14:09,TRUE,2025/11/7,832台灣高雄市林園區鳳林路一段39號,076428808,"['星期一: 10:00 – 22:00' '星期二: 10:00 – 22:00' '星期三: 10:00 – 22:00'
 '星期四: 10:00 – 22:00' '星期五: 10:00 – 22:00' '星期六: 10:00 – 22:00'
 '星期日: 10:00 – 22:00']",4.3,151.0,120.3975006,22.5025685,https://maps.google.com/?cid=9644029883654406145,http://www.poyahome.com.tw/,2025-08-16
