place_id,name_checked,address_checked,phone,city,district,business_status,opening_hours,types,rating,rating_total,longitude,latitude,map_url,website,newest_review,id
ChIJ525cVeKoQjQRDcqFrf4a0jE,獴獴加非犬貓專科醫院,241台灣新北市三重區重新路四段20號1樓,0229792232,新北市,三重區,OPERATIONAL,59.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,1553.0,121.4885332,25.0574948,https://maps.google.com/?cid=3589961534102948365,https://www.facebook.com/profile.php?id=100044315775296,2025-08-08,hp0011
ChIJ57MZZCepQjQROLKDEdVDhfo,嘉興動物醫院,241台灣新北市三重區忠孝路一段24號,0229860239,新北市,三重區,OPERATIONAL,9.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,130.0,121.4917748,25.0716757,https://maps.google.com/?cid=18051909263785439800,,2025-09-27,hp0012
ChIJ6V0r-h6vQjQRYxXBXVs9Dgc,集賢愛生動物醫院,241台灣新北市三重區集賢路42號,0282875849,新北市,三重區,OPERATIONAL,67.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,378.0,121.4936209,25.0880366,https://maps.google.com/?cid=508411270563698019,https://www.facebook.com/pages/%E4%B8%89%E9%87%8D%E9%9B%86%E8%B3%A2%E6%84%9B%E7%94%9F%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2/446547578746005,2025-08-16,hp0013
ChIJ6wDkG02pQjQR3GBwnn1c58I,旭生動物醫院,241台灣新北市三重區元信二街170號1樓,0289881701,新北市,三重區,OPERATIONAL,52.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,57.0,121.4962716,25.0794084,https://maps.google.com/?cid=14044295657577013468,https://www.facebook.com/profile.php?id=61561946237138&locale=zh_TW,2025-10-04,hp0014
ChIJGQgQCeeoQjQR09uA1MnYE4A,翰林獸醫院,241台灣新北市三重區三民街130號1樓,0229890089,新北市,三重區,OPERATIONAL,66.0,"['establishment', 'health', 'hospital', 'point_of_interest']",4.3,56.0,121.4830381,25.0649063,https://maps.google.com/?cid=9228958422777519059,,2025-06-06,hp0015
ChIJIXvamCapQjQR1Unnjv1HbMI,重安動物醫院,"號 No, No. 20三和路三段三重區新北市台灣 241",0229899503,新北市,三重區,OPERATIONAL,63.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,133.0,121.4967461,25.0702634,https://maps.google.com/?cid=14009651695192590805,,2025-06-21,hp0016
ChIJQ3PIySKpQjQRx7ittR26cdw,茂生動物醫院,241台灣新北市三重區重新路一段64號,0229757666,新北市,三重區,OPERATIONAL,49.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,122.0,121.5021458,25.0635571,https://maps.google.com/?cid=15884681997477329095,https://pse.is/496w8v,2025-07-27,hp0017
ChIJS_jhmCCpQjQRTmviZU27y4U,廣福動物醫院,241台灣新北市三重區自強路一段197號,0289836095,新北市,三重區,OPERATIONAL,36.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,109.0,121.491786,25.068478,https://maps.google.com/?cid=9641005368412891982,https://www.facebook.com/GreatFortuneAH/,2022-07-10,hp0018
ChIJSaA8JNWoQjQREOGxFHYMRCk,台大頑皮動物醫院,241台灣新北市三重區三賢街197號,0228573578,新北市,三重區,OPERATIONAL,58.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,646.0,121.4860144,25.0870519,https://maps.google.com/?cid=2973515355264246032,https://m.facebook.com/ntuvethospital/?locale2=zh_TW#!/ntuvethospital/?locale2=zh_TW,2025-04-23,hp0019
ChIJVeIDLBypQjQRNNOfY3COIUQ,迦勒動物醫院,241台灣新北市三重區中正南路114號,0229747741,新北市,三重區,OPERATIONAL,63.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,68.0,121.494521,25.0583384,https://maps.google.com/?cid=4909361682169451316,,2025-09-12,hp0020
ChIJX0Qzqx-pQjQRwCmj7f3nsUo,青青動物醫院 — 三重動物醫院 犬貓獸醫 內外科 牙科 泌尿科 健檢,241台灣新北市三重區重新路三段31-3號,0229835687,新北市,三重區,OPERATIONAL,60.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,135.0,121.4939798,25.0615051,https://maps.google.com/?cid=5382338107484088768,,2023-01-05,hp0021
ChIJe2ZWUeCoQjQRAaryo43Ic54,吉立動物醫院,241台灣新北市三重區中正北路10號,0229846306,新北市,三重區,OPERATIONAL,59.0,"['establishment', 'health', 'hospital', 'point_of_interest']",4.7,33.0,121.4887021,25.0630965,https://maps.google.com/?cid=11417689990980872705,,2022-09-13,hp0022
ChIJnaHkaeOoQjQRoTsaWxP0Fh0,佳佳獸醫院,241台灣新北市三重區重陽路一段20巷4號1樓,0229719531,新北市,三重區,OPERATIONAL,57.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,301.0,121.4863792,25.0571097,https://maps.google.com/?cid=2096131040557546401,,2025-07-04,hp0023
ChIJuRUJo9SoQjQRJiXFO_MzAko,小森林動物醫院,241台灣新北市三重區集英路68號1樓,0282872913,新北市,三重區,OPERATIONAL,37.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.1,163.0,121.4861068,25.0861834,https://maps.google.com/?cid=5332882028532933926,https://m.facebook.com/littleforestanimalhospital/,2022-03-05,hp0024
ChIJufYWySapQjQRj9sRJ2h4vIM,民生動物醫院,241台灣新北市三重區正義北路296號,0229808154,新北市,三重區,OPERATIONAL,48.0,"['establishment', 'health', 'hospital', 'point_of_interest']",3.7,27.0,121.4953321,25.0696137,https://maps.google.com/?cid=9492594503317576591,,2017-08-17,hp0025
ChIJzZbztOSoQjQR5hLBXbZd1kk,宏誠動物醫院 內視鏡 心臟超音波 醫療中心（預約制,241台灣新北市三重區捷運路33號,0229710123,新北市,三重區,OPERATIONAL,51.5,"['establishment', 'health', 'hospital', 'point_of_interest', 'veterinary_care']",4.5,284.0,121.4848806,25.0560959,https://maps.google.com/?cid=5320543047623185126,,2025-01-20,hp0026
ChIJ-2Kwrd-pQjQRu2sDeVqfQwM,福林動物醫院,235台灣中和區中安街230號,0229218867,新北市,中和區,OPERATIONAL,72.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,254.0,121.5122454,24.99855,https://maps.google.com/?cid=235206816479538107,,2025-03-25,hp0027
ChIJ4fFqxHcCaDQRgHPw4exMRjI,仁心動物醫院,235台灣中和區南華路60號,0222408865,新北市,中和區,OPERATIONAL,30.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.0,43.0,121.504607,24.9970699,https://maps.google.com/?cid=3622667530552767360,,2020-03-10,hp0028
ChIJ6-ejzXUCaDQRqo-zn574zzg,威安動物醫院,235台灣新北市中和區安平路25號 號,0229455050,新北市,中和區,OPERATIONAL,30.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,139.0,121.5091899,24.9943886,https://maps.google.com/?cid=4093763946470936490,,2024-01-31,hp0029
ChIJ7-DPOkipQjQR4Q9a3OmdR9c,好好動物醫院Hao Hao Vet Clinic,235台灣新北市中和區中和路464號1樓,0286600005,新北市,中和區,OPERATIONAL,48.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,8.0,121.5122969,25.0038853,https://maps.google.com/?cid=15512541069250793441,https://www.facebook.com/profile.php?id=61573744304422,2025-08-16,hp0030
ChIJ778jp4YCaDQRuixtlrsc9gQ,寵愛家畜醫院,235台灣新北市中和區連城路409號,0222214527,新北市,中和區,OPERATIONAL,60.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,86.0,121.4858479,24.9960929,https://maps.google.com/?cid=357504812430732474,https://www.facebook.com/loveyoupet/about/?ref=page_internal,2022-09-09,hp0031
ChIJDVNPYkKpQjQREYuwRWzYaJI,中日動物醫院,235台灣新北市中和區中山路三段2號,0222263639,新北市,中和區,OPERATIONAL,168.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.5,457.0,121.4798046,25.0062233,https://maps.google.com/?cid=10549920086652652305,http://www.unitevet.com/dvmcih35ehome.html,2025-08-09,hp0032
ChIJJ3eAYHgCaDQR4_4RnKunJPY,杏運草動物醫院,235台灣新北市中和區景平路489號,0222436963,新北市,中和區,OPERATIONAL,33.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,327.0,121.50009,24.9976826,https://maps.google.com/?cid=17736485587991527139,http://www.medcloverah.tw/,2021-09-23,hp0033
ChIJJxbs-n4DaDQRUuz1Thfajgg,近易動物醫院,235台灣新北市中和區連城路428巷6弄9號1樓,0282287360,新北市,中和區,OPERATIONAL,0.0,"['establishment', 'point_of_interest', 'veterinary_care']",0.0,0.0,121.4804989,24.9955542,https://maps.google.com/?cid=616669992640179282,,,hp0034
ChIJNz06D9apQjQRSaqNiNOl2wQ,名星動物醫院,235台灣新北市中和區景平路591號,0222451691,新北市,中和區,OPERATIONAL,56.0,"['establishment', 'pet_store', 'point_of_interest', 'store', 'veterinary_care']",4.2,220.0,121.4973614,25.0004194,https://maps.google.com/?cid=350055723999013449,,2025-05-13,hp0035
ChIJQyZShXUCaDQRzMU4GVghZ6k,依努動物醫院,235台灣新北市中和區安平路56號,0229436696,新北市,中和區,OPERATIONAL,31.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,522.0,121.5104703,24.9957749,https://maps.google.com/?cid=12206761977275008460,https://www.facebook.com/YiNu.animal.hospital/,2024-03-07,hp0036
ChIJTU-tEfKpQjQRQHQb13lnmzU,台大員山動物醫院 —內外科、牙科、骨科手術、四級雷射、高壓氧治療中心｜需電話預約｜,235026台灣新北市中和區中山路二段577號,0222234519,新北市,中和區,OPERATIONAL,62.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,616.0,121.4803939,25.0056639,https://maps.google.com/?cid=3862794878397936704,,2025-07-02,hp0037
ChIJU2Uh8-IDaDQRHFnichEtKC4,綠野特殊寵物專科醫院 (鼠類、兔、天竺鼠、龍貓、刺蝟、貂、蛇、龜、蜥蜴),235台灣新北市中和區景平路335-1號,0229468818,新北市,中和區,OPERATIONAL,57.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,249.0,121.505628,24.9932403,https://maps.google.com/?cid=3325957877778241820,https://www.facebook.com/profile.php?id=100087608167806,2025-06-01,hp0038
ChIJU8jVJN6pQjQRlTEzNB4Kd2U,真正動物醫院,235台灣新北市中和區安平路200-1號,0229489666,新北市,中和區,OPERATIONAL,47.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,192.0,121.513435,24.999417,https://maps.google.com/?cid=7311323644900356501,https://www.facebook.com/realah29489666,2024-12-21,hp0039
ChIJ_0u0wHMCaDQRxHjM5U_joF8,南勢角動物醫院,235台灣新北市中和區捷運路20號,0286689920,新北市,中和區,OPERATIONAL,57.75,"['establishment', 'point_of_interest', 'veterinary_care']",4.0,206.0,121.5089721,24.98987,https://maps.google.com/?cid=6890757362174163140,https://www.facebook.com/NanShiJiaoAH,2025-01-21,hp0040
ChIJ_2mYroACaDQREzDOrHderAw,和生動物醫院,235台灣新北市中和區連城路273號,0222432166,新北市,中和區,OPERATIONAL,34.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,107.0,121.4906912,24.9962524,https://maps.google.com/?cid=913208692542681107,,2022-04-12,hp0041
ChIJaWjuDNGpQjQRbt5yBaJSxpY,左岸動物醫院內視鏡微創手術中心,235台灣新北市中和區福祥路129號1樓,0282453639,新北市,中和區,OPERATIONAL,66.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,969.0,121.4984165,25.007153,https://maps.google.com/?cid=10864462006907493998,https://lin.ee/XSYLC3J,2025-08-22,hp0042
ChIJbTQVtXsCaDQRWn4mm5BksSg,康寶動物醫院,235台灣新北市中和區中興街130號,0222455686,新北市,中和區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,76.0,121.4997728,24.9923971,https://maps.google.com/?cid=2932235404635962970,,2023-12-29,hp0043
ChIJcUHvXC4DaDQRFlGQihHIbng,貝果動物醫院 內外科｜牙科,235台灣新北市中和區安樂路75號,0231511107,新北市,中和區,OPERATIONAL,44.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,252.0,121.5125699,24.9941589,https://maps.google.com/?cid=8678093509654237462,https://www.facebook.com/profile.php?id=100063702234914&mibextid=LQQJ4d,2025-08-27,hp0044
ChIJgRYAtpoCaDQR16uCPbafztY,承大動物醫院,235台灣新北市中和區員山路77巷11弄8號,0222239440,新北市,中和區,OPERATIONAL,51.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,103.0,121.4801595,24.9937216,https://maps.google.com/?cid=15478484574383811543,,2025-01-21,hp0045
ChIJlVmt_IQCaDQRHnCrCsnaRUo,五信動物醫院,235台灣新北市中和區連城路358號,0222218798,新北市,中和區,OPERATIONAL,53.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,228.0,121.4820557,24.9956123,https://maps.google.com/?cid=5351924289201991710,https://www.facebook.com/wushin358/,2024-12-03,hp0046
ChIJr63FCZMDaDQRYdAbWXABC9k,新北亞東動物醫院 假日夜間來電急診 兔鼠鳥龜貂鼯特寵 預約出診到府醫療,235台灣新北市中和區中正路639號,0222218515,新北市,中和區,OPERATIONAL,54.0,"['establishment', 'health', 'point_of_interest', 'veterinary_care']",4.1,86.0,121.485059,24.995565,https://maps.google.com/?cid=15639595713017139297,https://vet639.url.tw/,2025-08-12,hp0047
ChIJvbks8r-pQjQRw3eboQC9oys,中和杜瑪動物醫院 (貓友善醫院|牙科|心臟科|皮膚內分泌|一般內外科),235台灣新北市中和區中原街136號一樓,0222226136,新北市,中和區,OPERATIONAL,60.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,168.0,121.4855035,25.0114451,https://maps.google.com/?cid=3144564775243708355,https://zhdumaah.com.tw/,2025-10-04,hp0048
ChIJvezIzyaoQjQROSLNTdM8i-w,全國動物醫院 環球分院,23546台灣新北市中和區中山路三段122號,0277312991,新北市,中和區,OPERATIONAL,64.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,319.0,121.4746989,25.0082357,https://maps.google.com/?cid=17044784092954829369,https://www.vet.com.tw/store_detail.php?Key=4,2025-08-09,hp0049
ChIJxYZBFdepQjQRj4VecrElswc,上品動物醫院,235台灣新北市中和区中山路二段167號1 樓,0222455853,新北市,中和區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,151.0,121.5013783,25.002728,https://maps.google.com/?cid=554828623154939279,,2024-04-13,hp0050
ChIJzYbrP9-pQjQR6yjguRG3geI,明佳動物醫院,235台灣新北市中和區宜安路125號,0229433709,新北市,中和區,OPERATIONAL,46.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,270.0,121.509783,24.998136,https://maps.google.com/?cid=16321527811328190699,,2025-04-15,hp0051
ChIJLal_MQCnQjQRGmLdqD7dPhw,大新動物醫院（門診為現場掛號，下午4：30和晚上7：30為停止掛號時間，手術需提前預約。）,248台灣新北市五股區新五路二段369號,0222920133,新北市,五股區,OPERATIONAL,63.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,73.0,121.4440181,25.0882555,https://maps.google.com/?cid=2035307342808834586,https://www.instagram.com/daxin1104/?igsh=MWhyNjVvMW9teDJwZA==#,2025-10-16,hp0052
ChIJPU1SPCWmQjQRGtKrF_lfwoY,小傢伙 動物醫院,248台灣新北市五股区成泰路一段44號1樓,0282950204,新北市,五股區,OPERATIONAL,61.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,24.0,121.4354469,25.0691369,https://maps.google.com/?cid=9710429270012842522,https://www.facebook.com/profile.php?id=100057520866713&mibextid=LQQJ4d,2024-07-03,hp0053
ChIJTeeJHL2nQjQRHLB75cY9e0k,五股動物醫院,248台灣新北市五股區民義路一段34號,0222926568,新北市,五股區,OPERATIONAL,60.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,156.0,121.4371018,25.0838318,https://maps.google.com/?cid=5294893711367057436,,2023-10-08,hp0054
ChIJ_xbl2humQjQR1jm2bHuGzzc,愛寶動物醫院,248台灣新北市五股區中興路四段49號,0282952268,新北市,五股區,OPERATIONAL,36.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,140.0,121.4381747,25.0828215,https://maps.google.com/?cid=4021580856928123350,,2024-04-25,hp0055
ChIJk-_edhumQjQRd_sxO1Wi6E0,成泰動物醫院,248台灣新北市五股區成泰路二段143號,0222915537,新北市,五股區,OPERATIONAL,40.0,"['establishment', 'health', 'hospital', 'point_of_interest']",3.4,42.0,121.4388385,25.0852691,https://maps.google.com/?cid=5613915422466374519,https://www.facebook.com/CThospital/,2023-06-07,hp0056
ChIJt2DEiVSkQjQR3YCYrnxjg4A,麗園動物醫院-八里分院,249台灣新北市八里區中山路二段421號,0286302502,新北市,八里區,OPERATIONAL,34.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,71.0,121.3971423,25.146134,https://maps.google.com/?cid=9260354645960196317,,2023-05-28,hp0057
ChIJ-Q-kKAADaDQR_yyf-8cFzpY,禾米動物醫院,236台灣新北市土城區金城路三段173號,0222611212,新北市,土城區,OPERATIONAL,52.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,26.0,121.4692813,24.9888926,https://maps.google.com/?cid=10866629307369729279,https://www.facebook.com/profile.php?id=100063943204628&mibextid=kFxxJD,2025-08-04,hp0058
ChIJKyGUS78CaDQRz32_BT3s0F0,先鋒家畜診所,236台灣新北市土城區立德路26號,,新北市,土城區,OPERATIONAL,0.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.8,12.0,121.4629644,24.9875505,https://maps.google.com/?cid=6760162787516710351,,2022-10-21,hp0059
ChIJRaw1gC0daDQRBF5mnZ8GblM,可麗兒動物醫院,236台灣台灣省土城區中央路二段20號,0222606861,新北市,土城區,OPERATIONAL,0.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.5,26.0,121.442682,24.980489,https://maps.google.com/?cid=6011749835196489220,,2023-06-11,hp0060
ChIJT6GWusACaDQRmy1XhOcPc6I,馨田動物醫院,236台灣新北市土城區金城路二段388號,0222607789,新北市,土城區,OPERATIONAL,67.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.8,181.0,121.4636308,24.985548,https://maps.google.com/?cid=11705717343498218907,https://www.facebook.com/wonderlandanimalclinic/timeline,2025-06-12,hp0061
ChIJXTxHiLgCaDQRj0eDvVIVlmE,佳生動物醫院,236台灣新北市土城區學府路一段60號,0222700825,新北市,土城區,OPERATIONAL,63.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.6,130.0,121.4571392,24.9884811,https://maps.google.com/?cid=7031831313296607119,,2025-01-23,hp0062
ChIJmZCakaQDaDQRDOM4pO0SKJE,馨晨動物醫院-土城寵物醫院|動物洗牙|動物眼科|寵物X光|寵物牙科|寵物健康諮詢|動物心臟病|動物家醫科,236台灣新北市土城區清水路53號,0282731853,新北市,土城區,OPERATIONAL,45.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,66.0,121.4550935,24.9810751,https://maps.google.com/?cid=10459630946439717644,https://www.shinchen.com.tw/,2025-08-11,hp0063
ChIJq2OHgDIdaDQRrfo_tLjSaHk,安星動物醫院&寵物美容,236台灣新北市土城區中央路二段8號,0282621687,新北市,土城區,OPERATIONAL,66.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.1,207.0,121.4428603,24.9808228,https://maps.google.com/?cid=8748473966907095725,https://www.facebook.com/anshing/info,2025-06-28,hp0064
ChIJr-IXb9ocaDQR_c4Imb-5ZFI,王動物醫院,236台灣新北市土城區中央路三段141之7號,,新北市,土城區,OPERATIONAL,0.0,"['establishment', 'point_of_interest', 'veterinary_care']",2.0,4.0,121.4333323,24.9650395,https://maps.google.com/?cid=5937074441338539773,,2020-10-20,hp0065
ChIJr8xGk8kCaDQRsVA3tKypcRM,大曜動物醫院,236台灣新北市土城區學成路46號1樓,0282602323,新北市,土城區,OPERATIONAL,45.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,261.0,121.4524205,24.9875812,https://maps.google.com/?cid=1401087518311927985,https://www.facebook.com/Dr.LiaosAH/,2024-06-28,hp0066
ChIJux9OWTMdaDQRBNIxE7VYOIY,康馨動物醫院,236台灣新北市土城區中央路一段234號,0222708259,新北市,土城區,OPERATIONAL,61.0,"['establishment', 'health', 'hospital', 'point_of_interest', 'veterinary_care']",4.2,141.0,121.4445696,24.9852457,https://maps.google.com/?cid=9671577734512497156,https://www.facebook.com/share/1DYkcsR5Du/?mibextid=wwXIfr,2024-10-21,hp0067
ChIJx4vVn6IdaDQRaL3uGe4Fhl4,毛宇宙動物醫院（預約制）| 土城獸醫推薦 | 土城狗貓健檢 | 土城動物內科 | 土城狗貓牙科 | 土城狗貓心臟病 | 土城動物醫院推薦,236台灣新北市土城區員林街71巷2號,0282616079,新北市,土城區,OPERATIONAL,57.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,251.0,121.4444796,24.9772564,https://maps.google.com/?cid=6811138006639885672,https://www.facebook.com/%E6%AF%9B%E5%AE%87%E5%AE%99%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-115998691111828,2025-06-02,hp0068
ChIJ5bmInIkBaDQR28Orjo26QUU,耕莘動物醫院,231台灣新北市新店區光明街157號,0229100995,新北市,新店區,OPERATIONAL,42.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.9,155.0,121.5395415,24.9624161,https://maps.google.com/?cid=4990474979249996763,http://www.petline.com.tw/petline/cgi/index_factory.cgi?t=petfactory_view&ID=12115&R23=1000&PAGEMENU=3,2024-11-05,hp0069
ChIJ9XzEQQADaDQR-XnD7HlPQjE,長青動物醫院 央北分院,231台灣新北市新店區央北一路112號,0222185798,新北市,新店區,OPERATIONAL,63.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,13.0,121.5268573,24.9777763,https://maps.google.com/?cid=3549486841403243001,http://egah.com.tw/,2025-09-26,hp0070
ChIJFx_x0GQBaDQRcFZSN_cJ3_k,初日動物醫院-新店動物醫院推薦 寵物洗牙 獸醫推薦 寵物心臟超音波 寵物健康檢查 寵物結紮,231038台灣新北市新店區民族路25號1樓,0289146420,新北市,新店區,OPERATIONAL,48.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,264.0,121.5410947,24.9786121,https://maps.google.com/?cid=18005120792640247408,https://linktr.ee/hatsuhi_ah,2025-04-12,hp0071
ChIJGWpVEAABaDQRW0bbw8c4oRk,心橋動物醫院,231台灣新北市新店區寶強路2-1號,0289146099,新北市,新店區,OPERATIONAL,48.5,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,53.0,121.5438445,24.977891,https://maps.google.com/?cid=1846819752834188891,http://heartbridge-vet.com/,2025-10-21,hp0072
ChIJR0tppf4BaDQRmo0WlHkZabY,剛果非犬貓動物醫院(營業時間以臉書公告為準),231台灣新北市新店區中興路三段259號,0286655702,新北市,新店區,OPERATIONAL,32.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,843.0,121.5422719,24.98459,https://maps.google.com/?cid=13144064997423746458,https://www.facebook.com/congovet,2025-09-17,hp0073
ChIJR9sNJv4CaDQRk1iZPdYk1Hk,明滙動物醫院,231台灣新北市新店區安祥路104-7號,0282151631,新北市,新店區,OPERATIONAL,29.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,94.0,121.4795229,24.9623994,https://maps.google.com/?cid=8778682076227000467,https://www.facebook.com/margramanimalhospital/,2025-08-13,hp0074
ChIJTUS5A_MBaDQRymBuxeJp2tw,中友動物專科醫院,231台灣新北市新店區中正路19號,0229153597,新北市,新店區,OPERATIONAL,75.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,115.0,121.5453914,24.9693639,https://maps.google.com/?cid=15914148655962939594,,2025-05-18,hp0075
