id,name,buss_status,loc_id,city_id,category_id,address,phone,op_hours,rating,rating_total,newest_review,longitude,latitude,map_url,website,place_id,update_time,store_count,w_area_cat,P75_district_rating_total,P75_city_rating_total,m_city_area_cat,district_rating_avg,avb_score,store_score
sal0011,貓爵士MeowDuke精品貓館｜貓咪旅館｜貓咪美容｜貓舍｜貓咪用品,OPERATIONAL,NTP009,NTP,4,237臺灣新北市三峽區國慶路8號,0286711030,63.0,4.9,129.0,2025-08-02,121.3773269,24.9386062,https://maps.google.com/?cid=16059399406797077566,http://www.meowdukehotel.com/,ChIJ4ca8aN0baDQRPjxClKxy3t4,2025/10/30 09:43:54,16,0.34782608695652173,106.75,95.75,99.57608695652175,4.6,0.6875,0.6557799942935946
sal0012,唯圓寵物沙龍,OPERATIONAL,NTP009,NTP,4,237臺灣新北市三峽區長泰街92號一樓,0927777305,47.5,4.6,37.0,2023-09-21,121.376192,24.9333281,https://maps.google.com/?cid=15277404421900047231,https://www.facebook.com/%E5%94%AF%E5%9C%93%E5%AF%B5%E7%89%A9%E6%BE%A1%E5%A0%82-103663772373464/?ref=pages_you_manage,ChIJIeJTuS8baDQRf5NV6WA-BNQ,2025/10/30 09:43:54,16,0.34782608695652173,106.75,95.75,99.57608695652175,4.6,0.6413690476190477,0.5900595238095239
sal0013,巴寶寵物,OPERATIONAL,NTP009,NTP,4,237臺灣新北市三峽區民生街2號,0226733589,32.0,4.8,22.0,2018-09-23,121.3764508,24.9370434,https://maps.google.com/?cid=657174804827500889,,ChIJsZ4hTvMbaDQRWXEUzQDBHgk,2025/10/30 09:43:54,16,0.34782608695652173,106.75,95.75,99.57608695652175,4.6,0.5952380952380952,0.5519275390084509
sal0014,狗老板寵物(三峽店),OPERATIONAL,NTP009,NTP,4,237臺灣新北市三峽區介壽路一段365號,0226716608,77.0,4.2,386.0,2025-07-05,121.3828905,24.9308515,https://maps.google.com/?cid=227140404087715647,https://www.facebook.com/dogbossshappy/?__tn__=kC-R&eid=ARAVP9NsZAIKdOmhbrv8mijl5TBwP2qhu_LDhxDZruVEhzM-8HRcjUc-a08KKvXcWaDC0hOZVdMTv-ab&hc_ref=ARRJuWdwiFdrR5TSnEW8iFdR27urZK5lf2sH3J--AvRDjMUQC2dy39sBuqZgJhq5I5M&fref=nf&__xts__[0]=68.ARD996RjiNvL8SGv2ZBw7Nbq7rfT9OAZ3hKOf1ehPWhMjCCKknHNIeNKnKYB2Qrur2sHCHTbbq3s3dmoOQu7WuDBrLGjDdXhR-9AXfFUISQO_RZwfDDsh50nbqA22Y1ZHrUNxU-9nWLsDg6KMj92JCU-VdTs4q4do25zKTaKFVof7Ua-qdQtLkWyGmUMrpFBODSC2oDtDmqwX3BVBrN8I-P5y0-Dxom6hUF2zlKvufDxc1Zch1DVJMihkKlbF5kciMP0jl2HMOkQg0Wi5-dYibd5OMnifnylCWf2NHBgx0HSNolVmT0FFd2Uw_xxQ5Rcms5KOCdzkzaIStKSDrVbvB6ZdA,ChIJ66Mr_pEbaDQRP3fJe_72JgM,2025/10/30 09:43:54,16,0.34782608695652173,106.75,95.75,99.57608695652175,4.6,0.7291666666666666,0.6244622963908102
sal0015,UMA寵物精緻美容,OPERATIONAL,NTP007,NTP,4,23854臺灣新北市樹林區大義路22號,0226686009,54.0,5.0,3.0,2021-11-20,121.3791238,24.9441419,https://maps.google.com/?cid=8049578349161346801,https://www.facebook.com/UMAPetBathHouse/,ChIJy7zd1igdaDQR8fZvLdzYtW8,2025/10/30 09:43:54,30,0.5,72.0,95.75,83.875,4.4399999999999995,0.6607142857142857,0.5892696813977388
sal0016,瑪莎寵物美學,OPERATIONAL,NTP007,NTP,4,238臺灣新北市樹林區佳園路三段486號1樓,0289701168,54.0,4.7,44.0,2023-05-02,121.3829499,24.9445823,https://maps.google.com/?cid=16724034573517553459,http://line.me/ti/p/%40tnk3143c,ChIJ1_S2g3YcaDQRM3_dPda0F-g,2025/10/30 09:43:54,30,0.5,72.0,95.75,83.875,4.4399999999999995,0.6607142857142857,0.5985360983102918
sal0017,Bojingchongwu Park,OPERATIONAL,NTP009,NTP,4,237臺灣新北市三峽區大德路157號,0226740190,39.0,5.0,5.0,2021-08-23,121.37555,24.9453101,https://maps.google.com/?cid=12344725401596142587,https://www.facebook.com/%E5%95%B5%E9%9D%9A%E5%AF%B5%E7%89%A9%E5%85%AC%E5%9C%92-172469309526637/,ChIJq3Z55wocaDQR-yPh-1hGUas,2025/10/30 09:43:54,16,0.34782608695652173,106.75,95.75,99.57608695652175,4.6,0.6160714285714286,0.5691421666889394
sal0018,Go Go Shower,OPERATIONAL,NTP009,NTP,4,237臺灣新北市三峽區大德路8號,0235012388,40.0,4.3,55.0,2024-07-28,121.378464,24.942017,https://maps.google.com/?cid=11445129473600987385,https://www.facebook.com/DogCatSPA/,ChIJ76F4mIobaDQR-SBXCp5E1Z4,2025/10/30 09:43:54,16,0.34782608695652173,106.75,95.75,99.57608695652175,4.6,0.6190476190476191,0.5563079416423062
sal0019,Q比熊,OPERATIONAL,NTP007,NTP,4,238臺灣新北市樹林區學成路489號,0235018300,40.0,4.1,27.0,2023-05-05,121.37934,24.9454673,https://maps.google.com/?cid=14323513292917562130,https://www.facebook.com/pages/category/Pet-Service/Q%E6%AF%94%E7%86%8A%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-355870647866197/,ChIJIXEX_HQcaDQREtvvX3NXx8Y,2025/10/30 09:43:54,30,0.5,72.0,95.75,83.875,4.4399999999999995,0.6190476190476191,0.5394633596392333
sal0020,合歡寵物旅館,OPERATIONAL,NTP009,NTP,4,23743臺灣新北市三峽區溪東路233巷45弄28號,0987846016,56.0,4.6,59.0,2023-02-11,121.4095016,24.9340679,https://maps.google.com/?cid=5606225546976565262,http://www.dogshotel.tw/,ChIJQ90SF30baDQRDhhCkm5QzU0,2025/10/30 09:43:54,16,0.34782608695652173,106.75,95.75,99.57608695652175,4.6,0.6666666666666666,0.6133333333333333
sal0021,樂心寵物沙龍Pet Salon,OPERATIONAL,NTP008,NTP,4,239臺灣新北市鶯歌區中山路213號,0987686000,60.0,4.9,46.0,2022-07-14,121.346634,24.9569091,https://maps.google.com/?cid=14725012668035997592,https://www.facebook.com/a0987686000?mibextid=LQQJ4d,ChIJaz20RW8faDQRmJ9pTwHBWcw,2025/10/30 09:43:54,15,0.3333333333333333,58.5,95.75,83.33333333333334,4.08,0.6785714285714286,0.5932952871870398
sal0022,萬旺寵物美容,OPERATIONAL,NTP008,NTP,4,"No. 5號, 鶯桃路鶯歌區新北市臺灣 239",0226784977,71.0,4.8,68.0,2018-08-10,121.3439762,24.9502229,https://maps.google.com/?cid=7935797073925943391,,ChIJzWOisVIZaDQRX7DwoGSdIW4,2025/10/30 09:43:54,15,0.3333333333333333,58.5,95.75,83.33333333333334,4.08,0.7113095238095238,0.6264537444933921
sal0023,辰巧行動寵管家,OPERATIONAL,NTP008,NTP,4,239臺灣新北市鶯歌區國華路15號,,132.0,5.0,13.0,2025-08-26,121.3427641,24.9562797,https://maps.google.com/?cid=4857543322855308412,https://lin.ee/3A1kkEg,ChIJtf5yfnOpQjQRfHzcb-p1aUM,2025/10/30 09:43:54,15,0.3333333333333333,58.5,95.75,83.33333333333334,4.08,0.8928571428571428,0.7507414730598121
sal0024,寵窩寵物生活館,OPERATIONAL,NTP008,NTP,4,239臺灣新北市鶯歌區國慶街68號,0286775948,0.0,4.5,29.0,2022-10-10,121.3498751,24.9549177,https://maps.google.com/?cid=4169461737929273966,https://lin.ee/o0am22t,ChIJaTdOXqkeaDQRbnLbIVzn3Dk,2025/10/30 09:43:54,15,0.3333333333333333,58.5,95.75,83.33333333333334,4.08,0.5,0.4188427299703264
sal0025,愛佳寵物美容,OPERATIONAL,NTP008,NTP,4,239臺灣新北市鶯歌區鶯桃路362號,0908437038,52.5,4.7,21.0,2018-07-20,121.334068,24.9628946,https://maps.google.com/?cid=468533236220147002,,ChIJwYLHgrceaDQROrVd9n6QgAY,2025/10/30 09:43:54,15,0.3333333333333333,58.5,95.75,83.33333333333334,4.08,0.65625,0.5518789936102237
sal0026,恬妞寵物SPA生活館,OPERATIONAL,NTP008,NTP,4,239臺灣新北市鶯歌區南雅路449號,0286780939,0.0,5.0,1.0,2014-09-11,121.346214,24.954113,https://maps.google.com/?cid=6639486048085569124,,ChIJN2XqN6weaDQRZG5NG2IxJFw,2025/10/30 09:43:54,15,0.3333333333333333,58.5,95.75,83.33333333333334,4.08,0.5,0.4090909090909091
sal0027,恬妞寵物SPA生活館,OPERATIONAL,NTP008,NTP,4,239臺灣新北市鶯歌區中山路329巷26弄4號,0286780939,40.0,3.6,15.0,2020-05-10,121.3450941,24.956443,https://maps.google.com/?cid=2212071697855697341,https://www.facebook.com/pages/%E6%81%AC%E5%A6%9E%E5%AF%B5%E7%89%A9SPA%E7%94%9F%E6%B4%BB%E9%A4%A8/159663674117930?ref=hl,ChIJN2XqN6weaDQRvVFiOH3bsh4,2025/10/30 09:43:54,15,0.3333333333333333,58.5,95.75,83.33333333333334,4.08,0.6190476190476191,0.49607748184019373
sal0028,寵物精緻美學,OPERATIONAL,NTP008,NTP,4,239臺灣新北市鶯歌區中山路215號,,0.0,1.0,1.0,2022-01-19,121.346466,24.9568264,https://maps.google.com/?cid=2149850058987339004,,ChIJ6wIF7K4eaDQR_PxK_jzN1R0,2025/10/30 09:43:54,15,0.3333333333333333,58.5,95.75,83.33333333333334,4.08,0.5,0.4043478260869565
sal0029,狗狗屋 Go Go House,OPERATIONAL,NTP007,NTP,4,238臺灣新北市樹林區大義路212號,0235018589,42.0,5.0,32.0,2025-08-08,121.3781458,24.9460647,https://maps.google.com/?cid=13161471065627837235,,ChIJS_-a8vQdaDQRM0NUpDPwprY,2025/10/30 09:43:54,30,0.5,72.0,95.75,83.875,4.4399999999999995,0.625,0.5743311758360302
sal0030,喵汪汪澡堂,OPERATIONAL,NTP007,NTP,4,238臺灣新北市樹林區中山路三段181號1樓,0902383258,63.0,4.9,131.0,2025-10-13,121.394533,24.9724185,https://maps.google.com/?cid=13980711876813970961,https://instagram.com/zhirouzeng?igshid=MWI4MTIyMDE=,ChIJb1xR9LgdaDQREd6UBGF3BcI,2025/10/30 09:43:54,30,0.5,72.0,95.75,83.875,4.4399999999999995,0.6875,0.6490607911576497
sal0031,Piggy Lilugu Pet Salon,OPERATIONAL,NTP009,NTP,4,237臺灣新北市三峽區大義路223號,0226725688,45.0,4.6,98.0,2024-04-22,121.3774773,24.9457046,https://maps.google.com/?cid=3793920051649459736,https://www.facebook.com/Piggylilugu/?ref=bookmarks,ChIJFa4kpZYdaDQRGDbMmC-2pjQ,2025/10/30 09:43:54,16,0.34782608695652173,106.75,95.75,99.57608695652175,4.6,0.6339285714285714,0.5832142857142857
sal0032,PETS IN the WOOF,OPERATIONAL,NTP007,NTP,4,238臺灣新北市樹林區佳園路三段173號,0226686999,40.0,4.1,80.0,2023-09-03,121.3855768,24.9482252,https://maps.google.com/?cid=9340015838623026867,,ChIJK0WkAnEcaDQRs86lcetmnoE,2025/10/30 09:43:54,30,0.5,72.0,95.75,83.875,4.4399999999999995,0.6190476190476191,0.5291643601758018
sal0033,Siao Tian Cyuan Pet Supplies,OPERATIONAL,NTP007,NTP,4,238臺灣新北市樹林區桃子腳路88號,0226688345,40.0,3.5,15.0,2024-01-17,121.3840304,24.9500345,https://maps.google.com/?cid=17151981695728313653,,ChIJ-67smewbaDQRNWXjJ3oUCO4,2025/10/30 09:43:54,30,0.5,72.0,95.75,83.875,4.4399999999999995,0.6190476190476191,0.5320585154415749
sal0034,維多利亞貓舍 (英短，布偶，曼赤肯)晚上時段採預約制,OPERATIONAL,NTP009,NTP,4,23741臺灣新北市三峽區大德路200號,0286721011,38.0,5.0,184.0,2023-08-05,121.3756841,24.9457743,https://maps.google.com/?cid=12308855951073956034,https://www.victoriacats.com/,ChIJ1REH7KodaDQRwlA3u0XX0ao,2025/10/30 09:43:54,16,0.34782608695652173,106.75,95.75,99.57608695652175,4.6,0.6130952380952381,0.5958724530864131
sal0035,寶貝狗狗,OPERATIONAL,NTP007,NTP,4,237臺灣新北市樹林區學林路104號,0289705299,0.0,5.0,2.0,2024-12-10,121.3794825,24.949338,https://maps.google.com/?cid=81236186835721674,,ChIJAYm5DnMcaDQRyh1Aq-GbIAE,2025/10/30 09:43:54,30,0.5,72.0,95.75,83.875,4.4399999999999995,0.5,0.44530422125181945
sal0036,哈哈窩寵物精品館(樹林北大店),OPERATIONAL,NTP007,NTP,4,238臺灣新北市樹林區學成路497號京都社區,0289706655,70.0,4.2,94.0,2024-07-03,121.3791885,24.9462661,https://maps.google.com/?cid=11280275250736710074,https://www.facebook.com/hahahousework/,ChIJuT7zXHQcaDQRusHKOJOWi5w,2025/10/30 09:43:54,30,0.5,72.0,95.75,83.875,4.4399999999999995,0.7083333333333334,0.6110323260716796
sal0037,水族先生有限公司,OPERATIONAL,NTP007,NTP,4,238臺灣新北市樹林區柑園街二段246號,0226688034,0.0,4.4,5.0,2017-03-08,121.3775843,24.9531169,https://maps.google.com/?cid=89410578968461581,,ChIJR9fRqHIcaDQRDcGTpnKmPQE,2025/10/30 09:43:54,30,0.5,72.0,95.75,83.875,4.4399999999999995,0.5,0.4437749648382559
sal0038,喵喵寵物澡堂,OPERATIONAL,NTP008,NTP,4,239臺灣新北市鶯歌區,,168.0,0.0,0.0,,121.3420486,24.9517467,https://maps.google.com/?cid=1409968623673280495,,ChIJ2RFPpbIeaDQR7wd-Lv42kRM,2025/10/30 09:43:54,15,0.3333333333333333,58.5,95.75,83.33333333333334,4.08,1.0,0.8160000000000001
sal0039,TBaby甜寶貝寵物用品及客製化商品,OPERATIONAL,NTP008,NTP,4,239臺灣新北市鶯歌區育樂街72號,0286772127,62.0,3.7,3.0,2019-12-13,121.3434398,24.9549698,https://maps.google.com/?cid=16468635674001452808,https://www.facebook.com/TbabyFansClub/,ChIJmR82p-sfaDQRCK8uFORYjOQ,2025/10/30 09:43:54,15,0.3333333333333333,58.5,95.75,83.33333333333334,4.08,0.6845238095238095,0.5567636514065085
sal0040,布拉格寵物沙龍,OPERATIONAL,NTP013,NTP,4,236臺灣新北市土城區中央路四段291號號,0222672291,50.0,4.7,52.0,2025-06-06,121.4113656,24.9520092,https://maps.google.com/?cid=5370380171253389063,,ChIJ0-xg9Y0caDQRBxdc8E9sh0o,2025/10/30 09:43:54,33,0.5238095238095238,71.0,95.75,82.78571428571428,4.842424242424243,0.6488095238095238,0.6212321756439404
sal0041,星際寵物沙龍（請先來電預約）,OPERATIONAL,NTP013,NTP,4,236臺灣新北市土城區慶安街105號,0222730301,54.0,4.8,23.0,2022-06-28,121.4404773,24.9719891,https://maps.google.com/?cid=13679381987071879036,https://www.facebook.com/interstellarpet/,ChIJCWrjIiodaDQRfOdL1nDt1r0,2025/10/30 09:43:54,33,0.5238095238095238,71.0,95.75,82.78571428571428,4.842424242424243,0.6607142857142857,0.6386729014851905
sal0042,好伙伴寵物樂活館,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區安祥路77號,0222008177,45.0,5.0,11.0,2023-05-05,121.4809597,24.9624383,https://maps.google.com/?cid=87196367255450357,,ChIJl6N7Sf0CaDQR9TL3T6LINQE,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6339285714285714,0.5805629141961277
sal0043,凱米樂寵物沙龍,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區安德街76號,0222126619,60.0,4.9,107.0,2025-01-04,121.5101831,24.96169,https://maps.google.com/?cid=7885450127162734899,https://www.facebook.com/KAIMILE.PET,ChIJy_L-GUkCaDQRM_mXmxy_bm0,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6785714285714286,0.6410125123332876
sal0044,沐樂寵物坊,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區安和路一段1號,0286667426,60.0,4.8,32.0,2020-07-31,121.5165492,24.9638538,https://maps.google.com/?cid=5932009361316202219,https://www.facebook.com/%E6%B2%90%E6%A8%82%E5%AF%B5%E7%89%A9%E5%9D%8A-305828322864866/,ChIJ7XXHMTgCaDQR60aLwRW7UlI,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6785714285714286,0.6239732053636857
sal0045,兜洗Pet Grooming,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區安德街74巷8號,0286666620,53.0,4.9,120.0,2022-05-27,121.5101145,24.96202,https://maps.google.com/?cid=11136558342545008465,https://m.facebook.com/%E5%85%9C%E6%B4%97Pet-grooming-701311003400162/?locale2=zh_TW,ChIJa9Jqqk4CaDQRUefO-84AjZo,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6577380952380952,0.6227120587456123
sal0046,趴趴熊寵物美容,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區安康路二段382-2號,0989517684,48.0,5.0,2.0,2024-11-11,121.5002801,24.9571335,https://maps.google.com/?cid=17316698694491032038,,ChIJ-xmG-6kDaDQR5smb_7ZFUfA,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6428571428571428,0.5839208790109535
sal0047,白日夢寵物美容工作室,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區僑信路38巷14號,0222151511,45.0,4.8,42.0,2025-04-27,121.4987905,24.9508474,https://maps.google.com/?cid=4057960792604006448,https://www.facebook.com/share/1Y7pgejZeX/?mibextid=wwXIfr,ChIJZ0J4dOUDaDQRMNifQ9fFUDg,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6339285714285714,0.5847405144563225
sal0048,三福寵物,OPERATIONAL,NTP006,NTP,4,231046臺灣新北市新店區安德街169號,0222128280,73.0,4.1,87.0,2024-02-22,121.5086442,24.959186,https://maps.google.com/?cid=12800348904265973277,,ChIJo0B_90sCaDQRHX7VX4L5o7E,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.7172619047619048,0.6211774653494098
sal0049,KOMA PET,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區安康路二段155號,0286663456,45.0,4.4,27.0,2025-04-05,121.510589,24.959459,https://maps.google.com/?cid=4216815426511675755,https://www.facebook.com/komapet155/?ref=py_c,ChIJdegkeuMDaDQRa6Gd7EkjhTo,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6339285714285714,0.5710437971898186
sal0050,金吉兒寵物沙龍旅店,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區安康路二段77號,0222111511,63.0,4.2,65.0,2022-05-03,121.5137216,24.9629634,https://maps.google.com/?cid=9833106900280967478,https://m.facebook.com/gingerpetshop/,ChIJs7PiG0gCaDQRNoGwtaA2dog,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6875,0.6050940694000566
sal0051,我們這一家,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區北宜路一段201號,0282171717,37.5,4.8,142.0,2025-10-17,121.5473448,24.9523471,https://maps.google.com/?cid=3151551468324946077,https://www.facebook.com/ourpetsalon/,ChIJafON0M0BaDQRnYDe4FyPvCs,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6116071428571429,0.5736884420659083
sal0052,Poodle Bear 布逗熊寵物店,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區三民路32號,0229170076,66.0,4.7,64.0,2024-02-18,121.5367448,24.9713806,https://maps.google.com/?cid=15316108521986454373,https://www.facebook.com/poodlebeargrooming?ref=bookmarks,ChIJE4zB1h8CaDQRZfNVco2_jdQ,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6964285714285714,0.6404564916801772
sal0053,petpro佩普洛寵物美容-完全預約制,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區新店後街62號,0966385060,45.0,5.0,21.0,2023-12-10,121.5376805,24.9544255,https://maps.google.com/?cid=1253243811976078311,,ChIJuaERejYBaDQR52PKZZtqZBE,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6339285714285714,0.5850074480797589
sal0054,波波好室 pet grooming,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區中興路一段166號1樓,0289117077,45.0,5.0,48.0,2022-11-08,121.5428157,24.9641468,https://maps.google.com/?cid=2154110100257467416,http://www.facebook.com/bogiihouse,ChIJZQxC0tIBaDQRGGztJLnv5B0,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6339285714285714,0.5939886646690549
sal0055,瑞奇馬汀寵物,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區北新路一段123號,0229180983,55.0,4.6,142.0,2024-07-31,121.5393277,24.9626791,https://maps.google.com/?cid=13048825746971894231,https://stork.pet/story/rickymartinpet/,ChIJ8dgqKIoBaDQR1yE7mOG9FrU,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6636904761904762,0.6069050856966567
sal0056,精典犬屋,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區中興路一段175號,0229175686,45.0,4.7,24.0,2022-12-08,121.542853,24.964737,https://maps.google.com/?cid=6317216147816815490,,ChIJKffaeIwBaDQRgpv7y51Cq1c,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6339285714285714,0.5787826018333443
sal0057,Paws Fun 住好玩,OPERATIONAL,NTP006,NTP,4,"No. 14-1號, 環河路新店區新北市臺灣 231",0289123012,56.0,4.7,238.0,2025-02-04,121.537912,24.961838,https://maps.google.com/?cid=4006973704131621381,https://www.facebook.com/Paws-Fun-1656025157995613/?fref=ts,ChIJ5Wq534kBaDQRBbIYo1qhmzc,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.6666666666666666,0.62009678262312
sal0058,SofyDOG寵物精品-新店店,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區中正路137號,0229102855,70.0,4.9,332.0,2025-06-19,121.5416838,24.9714095,https://maps.google.com/?cid=11552103145898231129,http://www.sofydog.com/,ChIJQVJhb_QBaDQRWcXvA5tQUaA,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.7083333333333334,0.6821966655792572
sal0059,歐嗨呦寵物澡堂,OPERATIONAL,NTP006,NTP,4,231臺灣新北市新店區安民街3巷23號,0286662072,42.0,4.4,34.0,2025-07-11,121.5141947,24.9640817,https://maps.google.com/?cid=12929646544406121428,,ChIJDzZ5ADgCaDQR1AuvJgdVb7M,2025/10/30 09:43:54,34,0.53125,102.0,95.75,99.0703125,4.5323529411764705,0.625,0.5623170290543271
