id,place_id,name_checked,address_checked,phone,city,district,loc_id,business_status,opening_hours,cat_id,types,rating,rating_total,longitude,latitude,map_url,website,newest_review
ht0011,ChIJAfluiyOpQjQRsYK2BltiHNE,米古米古寵物生活館,241台灣新北市三重區仁義街347號1樓,0282879200,新北市,三重區,NTP002,OPERATIONAL,54.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,15.0,121.4948929,25.0851211,https://maps.google.com/?cid=15068026596369007281,https://www.facebook.com/%E7%B1%B3%E5%8F%A4%E7%B1%B3%E5%8F%A4%E5%AF%B5%E7%89%A9%E7%94%9F%E6%B4%BB%E9%A4%A8-171422782880426/,2025-02-13
ht0012,ChIJEXUN6V6pQjQRKpyPQ4ejldg,貓家日子｜貓旅館,241台灣新北市三重區三民街68號,0266040468,新北市,三重區,NTP002,OPERATIONAL,168.0,3,"['establishment', 'point_of_interest', 'store', 'veterinary_care']",4.9,54.0,121.4856818,25.0625222,https://maps.google.com/?cid=15606559885071719466,https://catday-hotel.my.canva.site/dayscat,2025-10-06
ht0013,ChIJH_HvqNGoQjQRgmwzPFTn8OE,米頡寵物美容,241台灣新北市三重區仁愛街709號,0282878771,新北市,三重區,NTP002,OPERATIONAL,57.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.6,27.0,121.4825241,25.0806457,https://maps.google.com/?cid=16280767001917615234,,2021-12-30
ht0014,ChIJI7PEpt-oQjQRq1F-vgzjDO8,萬達寵物事業股份有限公司,241台灣新北市三重區重陽路三段152號1樓,0225428800,新北市,三重區,NTP002,OPERATIONAL,70.0,3,"['establishment', 'point_of_interest', 'store']",0.0,0.0,121.4895873,25.0676034,https://maps.google.com/?cid=17225392318660366763,,
ht0015,ChIJJSyqYsKoQjQRFSVSf_n1eoE,麻吉寵物沙龍,241台灣新北市三重區中正北路380巷2號,,新北市,三重區,NTP002,OPERATIONAL,0.0,3,"['establishment', 'point_of_interest']",5.0,1.0,121.4765238,25.0692377,https://maps.google.com/?cid=9330040029983155477,,2021-07-30
ht0016,ChIJN2fcHgCpQjQR90H1lejsgxc,苙堡寵物,241台灣新北市三重區中寮街101號,,新北市,三重區,NTP002,OPERATIONAL,0.0,3,"['establishment', 'point_of_interest']",0.0,0.0,121.4938029,25.0574989,https://maps.google.com/?cid=1694458368513884663,,
ht0017,ChIJQa4Enr-pQjQRcMFZleSENnY,來電狗寵物館,24156台灣新北市三重區力行路二段99號1樓,0972955127,新北市,三重區,NTP002,OPERATIONAL,70.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.1,26.0,121.482748,25.0759549,https://maps.google.com/?cid=8518141862510969200,,2022-12-10
ht0018,ChIJS1CgVKapQjQRYBM1tHESK5M,寵旺之忻,241台灣新北市三重區永安北路二段5巷23號,0228578551,新北市,三重區,NTP002,OPERATIONAL,46.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,1.0,121.4823302,25.0810699,https://maps.google.com/?cid=10604590027137946464,https://www.facebook.com/profile.php?id=100094616044305,2025-08-31
ht0019,ChIJWeGyr8mpQjQRq8zDtlXG33c,哈寶寵物美容游泳運動館,241台灣新北市三重區重陽路一段60巷27號,0229716828,新北市,三重區,NTP002,OPERATIONAL,54.0,3,"['establishment', 'point_of_interest']",4.9,64.0,121.4852374,25.058274,https://maps.google.com/?cid=8637840681760705707,,2023-09-17
ht0020,ChIJY9QL9gupQjQRuE2mnUX6_ms,私房貓旅 The Cat Inn．七星級管家式貓咪旅館,241台灣新北市三重區五華街218號1樓,0228570009,新北市,三重區,NTP002,OPERATIONAL,66.5,3,"['establishment', 'point_of_interest']",5.0,197.0,121.4878793,25.0869211,https://maps.google.com/?cid=7781932383047404984,https://www.thecatinn.vip/,2025-08-26
ht0021,ChIJbWvsgZ-pQjQRIUcegtySV20,金吉利寵物精品 三重店,241台灣新北市三重區正義北路87號,0229843777,新北市,三重區,NTP002,OPERATIONAL,70.0,3,"['establishment', 'point_of_interest', 'store']",4.8,289.0,121.4971216,25.0651012,https://maps.google.com/?cid=7878927548881454881,,2024-02-16
ht0022,ChIJe4YFaACpQjQR2HKiVrJ87sE,貓悅居貓旅館(採預約制),241台灣新北市三重區重陽路三段5巷28-2號,0229861200,新北市,三重區,NTP002,OPERATIONAL,70.0,3,"['establishment', 'point_of_interest', 'university']",5.0,166.0,121.489839,25.0660168,https://maps.google.com/?cid=13974243799176737496,https://www.facebook.com/maoyueju,2025-05-18
ht0023,ChIJh26it9OoQjQRUu2b0jZTkXw,MOMO寵物旅館 住宿全天不關籠 開放大空間,241台灣新北市三重區永安北路二段107號1F,0228570755,新北市,三重區,NTP002,OPERATIONAL,77.0,3,"['establishment', 'point_of_interest']",4.6,88.0,121.4833335,25.0839361,https://maps.google.com/?cid=8976047027252882770,http://www.momopethotel.com/,2023-06-07
ht0024,ChIJiUUeWmepQjQRymOPg1WErHw,拾二貓屋,241台灣新北市三重區成功路109號1樓,0229747924,新北市,三重區,NTP002,OPERATIONAL,63.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,29.0,121.4878446,25.0518006,https://maps.google.com/?cid=8983700859511595978,https://instagram.com/twelve.meow.12?igshid=NTc4MTIwNjQ2YQ==,2025-06-15
ht0025,ChIJj1pDQ-2pQjQR86mWIUZ_0kM,貓羅紀．純貓旅館（三重貓旅館）,241041台灣新北市三重區重陽路二段61號1樓,0229840450,新北市,三重區,NTP002,OPERATIONAL,63.0,3,"['establishment', 'point_of_interest']",5.0,22.0,121.4874778,25.0635219,https://maps.google.com/?cid=4887108484838369779,https://www.catrassic.com/,2025-05-28
ht0026,ChIJxf_NRuOoQjQRPQTEe8a1zX4,露西寵物店,241台灣三重區重新路四段136號,0289728972,新北市,三重區,NTP002,OPERATIONAL,53.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.5,52.0,121.4868853,25.0564074,https://maps.google.com/?cid=9137159083089200189,,2024-07-27
ht0027,ChIJ-bV5_EipQjQR4AHG37k_cts,球球幼犬寵物店,235台灣新北市中和區中正路641號1樓,0976762283,新北市,中和區,NTP003,OPERATIONAL,73.5,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.6,320.0,121.4850276,24.9957282,https://maps.google.com/?cid=15812771309207028192,,2025-08-19
ht0028,ChIJ0aQVWMepQjQRQDZf-b3LN8k,Amazing Dog 好狗狗｜寵物訓練｜寵物旅館,235024台灣新北市中和區中原街106號,0282211683,新北市,中和區,NTP003,OPERATIONAL,77.0,3,"['establishment', 'point_of_interest']",5.0,71.0,121.4869605,25.0102729,https://maps.google.com/?cid=14499281542135625280,https://instagram.com/amazingdog.training.hotel?igshid=YTQwZjQ0NmI0OA==,2025-04-22
ht0029,ChIJ18klqQwCaDQRRD6lCdqZAm8,犬太寵物生活館,235台灣新北市中和區景新街383巷74號,0229477099,新北市,中和區,NTP003,OPERATIONAL,60.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.7,25.0,121.5146832,24.9900384,https://maps.google.com/?cid=7999125049907166788,https://www.facebook.com/profile.php?id=100054573424811,2018-09-03
ht0030,ChIJ32Qr5XQCaDQRaSlUjU5vp1M,犬之湯屋-中和(寵物美容|狗狗洗澡|寵物住宿|狗狗住宿) 永和(寵物美容|狗狗洗澡|寵物住宿|狗狗住宿),235台灣新北市中和區安樂路50號1樓,0229465698,新北市,中和區,NTP003,OPERATIONAL,37.5,3,"['establishment', 'point_of_interest']",4.6,32.0,121.5120667,24.9930791,https://maps.google.com/?cid=6027909009427933545,https://rink.cc/dl1kn,2018-06-23
ht0031,ChIJ57qnP2UDaDQRvXUhHpHOi2c,PAPA雞寵物生活館 （寵物美容、寵物寄宿）,235台灣新北市中和區成功路99-1號,0229267274,新北市,中和區,NTP003,OPERATIONAL,60.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,13.0,121.5261772,24.9914732,https://maps.google.com/?cid=7461284330340447677,https://www.facebook.com/share/19kFwxrpe6/,2025-09-18
ht0032,ChIJ86WDhnUCaDQRMXpmqvHrHSA,咘咘寵物生活坊,235台灣新北市中和區安平路64號,0229415338,新北市,中和區,NTP003,OPERATIONAL,40.0,3,"['establishment', 'point_of_interest', 'store']",4.5,71.0,121.5107872,24.9961566,https://maps.google.com/?cid=2314265206716791345,https://m.facebook.com/profile.php/?id=100063941797858,2022-07-16
ht0033,ChIJFYrFMCeoQjQRekxMTpQ-xUw,環球購物中心股份有限公司,235台灣臺灣省中和區新北市 中和區中山路三段122號2樓,0222223627,新北市,中和區,NTP003,OPERATIONAL,77.0,3,"['department_store', 'establishment', 'point_of_interest', 'store']",4.5,42.0,121.4747785,25.0066732,https://maps.google.com/?cid=5531896523984227450,,2024-01-11
ht0034,ChIJPaRSooQCaDQRchQq8pGejAk,洗澡趣,235台灣新北市中和區民利街42號1樓,0222226909,新北市,中和區,NTP003,OPERATIONAL,38.5,3,"['establishment', 'point_of_interest']",5.0,77.0,121.4795147,24.9989648,https://maps.google.com/?cid=688099192751133810,https://www.facebook.com/happyshowerstudio/,2024-03-29
ht0035,ChIJQT0n-Y8DaDQRcBYJK7fQb50,莫莉家寵物美容旅館-中永和貓狗住宿/美容/安親,235台灣新北市中和區景平路59-17號,0286687012,新北市,中和區,NTP003,OPERATIONAL,54.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,93.0,121.5208636,24.9908337,https://maps.google.com/?cid=11344515471489177200,https://lin.ee/xmtLQzx,2025-08-24
ht0036,ChIJQVZJP3QCaDQRbMxOr8Jouco,長鴻寵物館,235台灣新北市中和區景平路396號,,新北市,中和區,NTP003,OPERATIONAL,56.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",2.2,39.0,121.5098058,24.993088,https://maps.google.com/?cid=14607822051727035500,,2022-10-22
ht0037,ChIJSScIIXECaDQRKUYfqaGKQ8A,寵翻天寵物家族丨網友推薦丨貓狗兔親民精緻美容丨 特殊寵物安親住宿丨名種貓犬舍｜倉鼠｜陸龜｜特殊寵物｜室內設計｜寵物線上實體店鋪｜,235台灣新北市中和區捷運路173號,0286686380,新北市,中和區,NTP003,OPERATIONAL,48.0,3,"['establishment', 'general_contractor', 'pet_store', 'point_of_interest', 'store']",4.3,97.0,121.5058544,24.991189,https://maps.google.com/?cid=13854069305653544489,https://line.me/ti/g2/XkMjKTuSYXoaZraPlaLYgGtIkCMwTpcHHHCGCw?utm_source=invitation&utm_medium=link_copy&utm_campaign=default&fbclid=IwY2xjawLgO2tleHRuA2FlbQIxMABicmlkETFtdEZYa0VYSW4zUTg4QUZVAR7VoI8BsCqC0DBg0L8Ko3lJTTtt19PDa9eGKbHfICUElLx3cZTfVjS6h-8enQ_aem_hM_hSn6QpZWTBZdwUrwcAg,2025-08-06
ht0038,ChIJXeyyFsUDaDQRARr9_k9G9YI,偷偷摸貓舍 TOTOMO CATTERY (預約制）,235台灣新北市中和區景平路150-3號,0229419955,新北市,中和區,NTP003,OPERATIONAL,0.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,7.0,121.517985,24.9921801,https://maps.google.com/?cid=9436525903619103233,https://www.totomocattery.com/,2023-08-11
ht0039,ChIJaTSS3tipQjQRSWbMIBDSFqY,俊安汽車材料行,234台灣新北市中和區中和路327號,,新北市,中和區,NTP003,OPERATIONAL,0.0,3,"['car_repair', 'establishment', 'point_of_interest']",5.0,1.0,121.5072645,24.9997837,https://maps.google.com/?cid=11967984026495247945,,2023-11-29
ht0040,ChIJd0b2WnOpQjQReuJKIFxkZ0A,喵星人貓舍幼貓寵物店（需提早告知）,235台灣新北市中和區中山路三段229巷1號,0979362178,新北市,中和區,NTP003,OPERATIONAL,42.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.7,191.0,121.4708255,25.0064799,https://maps.google.com/?cid=4640788287870132858,https://www.meow800kkazh.com/,2025-06-02
ht0041,ChIJdTvTIQYDaDQRx0KLyPlxhOo,寵物姐姐,235台灣新北市中和區景平路578號1樓,0222471077,新北市,中和區,NTP003,OPERATIONAL,45.0,3,"['establishment', 'point_of_interest']",4.8,57.0,121.5016095,24.9956013,https://maps.google.com/?cid=16898757019426308807,,2025-03-23
ht0042,ChIJe0RkqZoDaDQRO04ixLS9eJ4,PIG HOUSE豬窩寵物中和店-貓狗寵物美容 貓狗住宿,235台灣新北市中和區民德路60號1樓,0229582227,新北市,中和區,NTP003,OPERATIONAL,63.0,3,"['establishment', 'point_of_interest']",4.7,286.0,121.46869,25.002051,https://maps.google.com/?cid=11419085439280238139,https://www.pighousedogcat.com.tw/,2025-05-24
ht0043,ChIJh_NZ9nsCaDQR2kIUhpYdmFo,魚中魚貓狗水族大賣場-中和店,23562台灣新北市中和區中正路209號,0222432288,新北市,中和區,NTP003,OPERATIONAL,77.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store', 'veterinary_care']",4.1,2120.0,121.4971365,24.9935021,https://maps.google.com/?cid=6528000192205308634,https://facebook.com/pm.shop09/?locale2=zh_TW,2025-10-27
ht0044,ChIJiaShLGGpQjQRBPHCPQFmUEQ,宅貓寓所貓旅館,235台灣新北市中和區中山路三段20號1樓,0939999560,新北市,中和區,NTP003,OPERATIONAL,63.0,3,"['establishment', 'point_of_interest']",5.0,150.0,121.4795019,25.0062529,https://maps.google.com/?cid=4922546548233138436,https://www.home-cat-home.com.tw/,2025-06-06
ht0045,ChIJk9zS8lavQjQRz4Xa9NL4Mp0,英皇貓舍（預約制）,24760台灣新北市蘆洲區三民路366號1樓之3三民路300巷進入,0927102858,新北市,中和區,NTP003,OPERATIONAL,38.5,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,246.0,121.4654905,25.0918163,https://maps.google.com/?cid=11327389597725001167,,2025-02-09
ht0046,ChIJo035d0GpQjQRxOnY9hF0O4k,JO逗瑪DAY寵物沙龍,235台灣新北市中和區景平路746號,0222453698,新北市,中和區,NTP003,OPERATIONAL,57.0,3,"['establishment', 'point_of_interest']",4.9,41.0,121.4967076,25.0043934,https://maps.google.com/?cid=9888625027326732740,https://line.me/ti/p/08sO43GzPa,2023-12-30
ht0047,ChIJpfglnWcDaDQROqnauibQ4pE,吾悠喵旅-純貓咪旅館（預約制）,235台灣新北市中和區中正路210號,,新北市,中和區,NTP003,OPERATIONAL,52.5,3,"['establishment', 'point_of_interest']",5.0,28.0,121.4967684,24.9940206,https://maps.google.com/?cid=10512193344998385978,https://lin.ee/cNgsPih,2024-02-23
ht0048,ChIJuelpNAgCaDQRrZhzf8lp5jE,好的寵物沙龍,235台灣新北市中和區自立路163號,0229401798,新北市,中和區,NTP003,OPERATIONAL,60.0,3,"['establishment', 'point_of_interest']",4.5,24.0,121.5230708,24.9925436,https://maps.google.com/?cid=3595677666649544877,,2022-04-27
ht0049,ChIJw6XEtXACaDQRZUNHjpyn4k0,可愛谷寵物美容學苑-新北中和(KCT寵物美容指定教學機構，寵物美容一對一教學，寵物美容小班菁英制教學，寵物美容師檢定證照班，寵物美容寵物造型教學，寵物美容學校推薦，中和寵物美容教學培訓),235台灣新北市中和區南山路273號,0222446508,新北市,中和區,NTP003,OPERATIONAL,48.0,3,"['establishment', 'point_of_interest']",4.7,57.0,121.5040807,24.992533,https://maps.google.com/?cid=5612232376500831077,https://www.facebook.com/chen.abel.1,2025-04-24
ht0050,ChIJyU2aNgADaDQRYvkxuPqbUOA,毛澡盆寵物生活館_寵物洗澡、寵物美容、安親住宿,235台灣新北市中和区市民街2號,0900607950,新北市,中和區,NTP003,OPERATIONAL,60.0,3,"['establishment', 'point_of_interest']",5.0,6.0,121.4684763,25.0015254,https://maps.google.com/?cid=16163590563767122274,https://www.instagram.com/_pawhouse_,2025-08-30
ht0051,ChIJyerRJ-kDaDQRuqpSnR8ZSaM,毛寶寵物沙龍,235台灣新北市中和區莒光路22號,,新北市,中和區,NTP003,OPERATIONAL,54.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,21.0,121.471986,25.0041749,https://maps.google.com/?cid=11765963125056252602,https://lin.ee/DKUqLpZ,2022-11-10
ht0052,ChIJz7gYIn0DaDQRAYqo_UYKbRE,Dita滴塔寵物澡堂 寵物旅館,235台灣新北市中和區板南路170號,0975865174,新北市,中和區,NTP003,OPERATIONAL,45.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.6,41.0,121.501405,24.9928491,https://maps.google.com/?cid=1255671171125905921,https://www.facebook.com/Dita%E6%BB%B4%E5%A1%94%E5%AF%B5%E7%89%A9%E6%BE%A1%E5%A0%82-132346955688430/,2024-08-09
ht0053,ChIJx9Zfn2OpQjQRFL8Igd_epj4,無限志娛樂創意工作室,248台灣新北市五股區新五路三段250號8樓,0225118282,新北市,五股區,NTP015,OPERATIONAL,0.0,3,"['establishment', 'point_of_interest']",4.1,7.0,121.4474131,25.0894616,https://maps.google.com/?cid=4514540728009408276,,2017-01-13
ht0054,ChIJ2XxgCAClQjQRjMQjvnULgYc,貓洞,249台灣新北市八里區觀海大道95號,0226194963,新北市,八里區,NTP023,OPERATIONAL,63.0,3,"['establishment', 'point_of_interest', 'store', 'veterinary_care']",5.0,24.0,121.4265785,25.161681,https://maps.google.com/?cid=9764098067445040268,https://rink.cc/1t30x,2025-02-01
ht0055,ChIJQSb-nP6lQjQRp25gPneo5Uc,小短腿寵物美容,249台灣新北市八里區頂罟一路56號快意人生,0909025015,新北市,八里區,NTP023,OPERATIONAL,45.0,3,"['establishment', 'point_of_interest', 'store']",4.9,71.0,121.4027267,25.1530741,https://maps.google.com/?cid=5180732176460705447,https://www.facebook.com/%E5%B0%8F%E7%9F%AD%E8%85%BF%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-110910503853437/,2025-01-09
ht0056,ChIJhQCHLWmlQjQRK3EdnkLWdYU,金犬家莊寵物精品店,249台灣新北市八里區龍米路二段12號,0918330079,新北市,八里區,NTP023,OPERATIONAL,49.0,3,"['establishment', 'point_of_interest', 'store']",4.5,13.0,121.4491347,25.1389394,https://maps.google.com/?cid=9616828160928477483,,2022-03-17
ht0057,ChIJua50viuvQjQRqSdP4tbFc3c,汪汪將寵物旅館,249台灣新北市八里區頂寮三街52巷2號1樓,0226185415,新北市,八里區,NTP023,OPERATIONAL,84.0,3,"['establishment', 'lodging', 'point_of_interest']",0.0,0.0,121.4510854,25.1255825,https://maps.google.com/?cid=8607440839545661353,https://www.facebook.com/%E6%B1%AA%E6%B1%AA%E5%B0%87%E7%8B%97%E7%8B%97%E6%97%85%E9%A4%A8%E4%BD%8F%E5%AE%BF-215657303818944,
ht0058,ChIJ0-xg9Y0caDQRBxdc8E9sh0o,布拉格寵物沙龍,236台灣新北市土城區中央路四段291號號,0222672291,新北市,土城區,NTP013,OPERATIONAL,50.0,3,"['establishment', 'point_of_interest']",4.7,52.0,121.4113656,24.9520092,https://maps.google.com/?cid=5370380171253389063,,2025-06-06
ht0059,ChIJ3b_bKqUDaDQR18gODqIKrcI,Hercat.愛貓仕貓咪旅館,236台灣新北市土城區廣明街90巷25號一樓,0289660912,新北市,土城區,NTP013,OPERATIONAL,59.5,3,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,120.0,121.4554886,24.9946508,https://maps.google.com/?cid=14027880105465792727,https://www.facebook.com/Hercat%E6%84%9B%E8%B2%93%E4%BB%95-100912734895253/,2025-08-04
ht0060,ChIJAW8arMsCaDQRPCOQCyL2Bds,QCC寵物美學沙龍,236台灣新北市土城區裕生路21巷6弄21號,0222654001,新北市,土城區,NTP013,OPERATIONAL,47.5,3,"['establishment', 'point_of_interest']",4.5,34.0,121.448891,24.986859,https://maps.google.com/?cid=15782291095273087804,,2021-11-17
ht0061,ChIJBbCDgFkDaDQRREs-YSTQqNU,寵愛窩SPA寵物沙龍(皮卡丘寵物美容學院) - 新北 土城 板橋寵物美容住宿推薦 寵物洗澡美容 寵物安親住宿 專業寵物美容教學 狗狗貓咪洗澡剪毛 寵物spa 純手吹 手剪 無烘箱 皮毛調理 寵物旅館 狗狗剪毛 洗澡 美容,236台灣新北市土城區學成路156號1樓,0222730085,新北市,土城區,NTP013,OPERATIONAL,57.0,3,"['establishment', 'point_of_interest', 'store']",4.9,72.0,121.4482134,24.9894744,https://maps.google.com/?cid=15395784180834913092,https://www.facebook.com/%E5%AF%B5%E6%84%9B%E7%AA%A9spa%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D-107789541065430/,2025-09-08
ht0062,ChIJJThBTA8DaDQRY11UNlpJBmg,布魯漫點寵物行為教室,236台灣新北市土城區青和街333號1樓,0282733464,新北市,土城區,NTP013,OPERATIONAL,53.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,128.0,121.4575034,24.9797827,https://maps.google.com/?cid=7495759281612152163,https://www.bluemondaypet.com/,2025-10-08
ht0063,ChIJNzb3tgEDaDQRKRpwGvbQ99Y,PIG HOUSE豬窩寵物貓狗美容旅館-土城旗艦店,236台灣新北市土城區明峰街6巷35號1樓,0222624132,新北市,土城區,NTP013,OPERATIONAL,54.0,3,"['establishment', 'point_of_interest']",5.0,231.0,121.465945,24.9853832,https://maps.google.com/?cid=15490079198788196905,https://www.pighousedogcat.com.tw/,2025-08-09
ht0064,ChIJQTCL9cUCaDQRLKqEKPxT464,愛神寵物美容造型沙龍,236台灣新北市土城區清水路88號,0222742324,新北市,土城區,NTP013,OPERATIONAL,48.0,3,"['establishment', 'point_of_interest']",4.7,41.0,121.4570861,24.9816441,https://maps.google.com/?cid=12602008524789426732,https://www.facebook.com/share/4iakG5fBydqJL96p/?mibextid=WC7FNe,2022-12-29
ht0065,ChIJQapsaTipQjQR_0cLJsG4OZw,東森寵物 土城中華店,236台灣新北市土城區中華路一段235號,0222617333,新北市,土城區,NTP013,OPERATIONAL,84.0,3,"['establishment', 'pet_store', 'point_of_interest', 'shopping_mall', 'store']",4.4,814.0,121.4416139,24.9827731,https://maps.google.com/?cid=11257231883295737855,https://www.etipets.com/,2025-09-17
ht0066,ChIJYYfx3rcCaDQRWPdLyLDl-oM,哈米寵物生活舘,236台灣新北市土城區學府路一段98巷17號,0282613838,新北市,土城區,NTP013,OPERATIONAL,45.0,3,"['establishment', 'point_of_interest', 'store']",4.8,48.0,121.4555981,24.988559,https://maps.google.com/?cid=9510166110583650136,,2019-02-16
ht0067,ChIJg5F9ItAdaDQRspklAbqwKC4,卡澄寵物美容寵物住宿,236台灣新北市土城區福仁街14號1樓,0282733068,新北市,土城區,NTP013,OPERATIONAL,63.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.8,51.0,121.440146,24.9760436,https://maps.google.com/?cid=3326102637742758322,https://www.facebook.com/profile.php?id=100090632528155,2024-09-07
ht0068,ChIJqUGpC8oCaDQR6K_m5VEf790,聽貓說 貓咪旅館,236台灣新北市土城區中正路67巷33號,0905618258,新北市,土城區,NTP013,OPERATIONAL,63.0,3,"['establishment', 'point_of_interest']",5.0,344.0,121.4440943,24.9764946,https://maps.google.com/?cid=15992035238425833448,https://www.facebook.com/profile.php?id=100093652426905,2025-06-19
ht0069,ChIJvXD85TwDaDQRKtUrmsSJLCY,27號寵物美學-土城 板橋 美容教學 寵物美容,236台灣新北市土城區廣興街27號,0289669898,新北市,土城區,NTP013,OPERATIONAL,54.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,29.0,121.455563,24.9915567,https://maps.google.com/?cid=2750724949909689642,https://www.facebook.com/stardogs888/,2024-11-24
