name,place_id,buss_status,geometry,update_time,in_boundary,update_date,address,phone,opening_hours,rating,rating_total,longitude,latitude,map_url,website,newest_review
Shokunin Ice Lab,ChIJEdKgDN47aTQRDPg4ILdYQiI,OPERATIONAL,"{'lat': 24.0439762, 'lng': 120.6955541}",2025/11/19 06:31:07,True,2025/11/19,413004台灣臺中市霧峰區新生路110號,,"['星期一: 休息' '星期二: 休息' '星期三: 11:00 – 18:00' '星期四: 11:00 – 18:00'
 '星期五: 11:00 – 18:00' '星期六: 12:00 – 18:00' '星期日: 12:00 – 18:00']",4.9,135,120.6955453,24.0439587,https://maps.google.com/?cid=2468633089295317004,https://www.facebook.com/shokuninicelab,2022-10-03
Minsheng House of Microhistory,ChIJs1NHuiM7aTQRX1jw7uCIJZg,OPERATIONAL,"{'lat': 24.0394172, 'lng': 120.6926991}",2025/11/19 06:31:07,True,2025/11/19,413台灣臺中市霧峰區中正路369號,0423391556,"['星期一: 休息' '星期二: 09:00 – 17:00' '星期三: 09:00 – 17:00' '星期四: 09:00 – 17:00'
 '星期五: 09:00 – 17:00' '星期六: 09:00 – 17:00' '星期日: 09:00 – 17:00']",4.4,1047,120.6926991,24.0394172,https://maps.google.com/?cid=10963319367566121055,,2025-11-06
胖子與貓,ChIJAVCOzHo7aTQRyPr-iWinUto,OPERATIONAL,"{'lat': 24.043036, 'lng': 120.6876178}",2025/11/19 06:31:07,True,2025/11/19,413台灣臺中市霧峰區柳豐一街66號,0423304161,"['星期一: 11:00 – 14:30, 17:00 – 20:30' '星期二: 11:00 – 14:30, 17:00 – 20:30'
 '星期三: 11:00 – 14:30, 17:00 – 20:30' '星期四: 11:00 – 14:30, 17:00 – 20:30'
 '星期五: 11:00 – 14:30, 17:00 – 20:30' '星期六: 11:00 – 14:30, 17:00 – 20:30'
 '星期日: 休息']",4.9,970,120.6876415,24.0430848,https://maps.google.com/?cid=15731820515792190152,https://www.facebook.com/%E8%83%96%E5%AD%90%E8%88%87%E8%B2%93-174880236506468/,2025-09-18
尚品蒸餃,ChIJZ9FfgDI7aTQR2gIpua9RUKE,OPERATIONAL,"{'lat': 24.0443976, 'lng': 120.6883066}",2025/11/19 06:31:07,True,2025/11/19,413台灣臺中市霧峰區柳豐路480號食品業登錄字號B-20018751100001-4,0423305658,"['星期一: 11:00 – 13:45, 17:00 – 19:45' '星期二: 11:00 – 13:45, 17:00 – 19:45'
 '星期三: 11:00 – 13:45, 17:00 – 19:45' '星期四: 11:00 – 13:45, 17:00 – 19:45'
 '星期五: 11:00 – 13:45, 17:00 – 19:30' '星期六: 11:00 – 13:30, 17:00 – 19:30'
 '星期日: 11:00 – 13:30, 17:00 – 19:45']",4.2,112,120.6882672,24.0443724,https://maps.google.com/?cid=11623880453410849498,,2025-02-28
Ricci Caffè / 不定休，休假日公布於IG/FB,ChIJB-k9OoR1bjQRLm2y_hzoI1Y,OPERATIONAL,"{'lat': 22.9237287, 'lng': 120.2361637}",2025/11/19 06:31:11,True,2025/11/19,71754台灣台南市仁德区中正路一段251巷25弄36號,062669718,"['星期一: 11:00 – 20:30' '星期二: 11:00 – 20:30' '星期三: 11:00 – 20:30'
 '星期四: 11:00 – 20:30' '星期五: 11:00 – 20:30' '星期六: 11:00 – 20:30'
 '星期日: 11:00 – 20:30']",4.7,261,120.2361637,22.9237287,https://maps.google.com/?cid=6207059922676509998,https://www.facebook.com/riccicaffetw/,2025-01-30
修護書屋,ChIJ0yuDrWd0bjQRD_--OLpMAUc,OPERATIONAL,"{'lat': 22.9398483, 'lng': 120.2307329}",2025/11/19 06:31:11,True,2025/11/19,717台灣臺南市仁德區文化路二段326號,062662225,"['星期一: 10:00 – 17:00' '星期二: 10:00 – 17:00' '星期三: 10:00 – 17:00'
 '星期四: 10:00 – 17:00' '星期五: 10:00 – 17:00' '星期六: 09:30 – 17:00'
 '星期日: 09:30 – 17:00']",3.5,53,120.2307329,22.9398483,https://maps.google.com/?cid=5116455014369263375,,2021-10-24
小品養殖（24小時預約制）蜜袋鼯 刺蝟 坎貝爾卷毛倉鼠 通心粉鼠 肥尾沙鼠 狐獴 雪貂 拇指松鼠 睡鼠 花枝鼠,ChIJTTL2e25zbjQRPCzNcp3hYzI,OPERATIONAL,"{'lat': 22.9077227, 'lng': 120.2508117}",2025/11/19 06:31:11,True,2025/11/19,717台灣臺南市仁德區中洲路667號,0985121510,"['星期一: 24 小時營業' '星期二: 24 小時營業' '星期三: 24 小時營業' '星期四: 24 小時營業'
 '星期五: 24 小時營業' '星期六: 24 小時營業' '星期日: 24 小時營業']",4.9,835,120.2508104,22.9077273,https://maps.google.com/?cid=3630993790942915644,https://linkby.tw/0985121510,2025-09-10
PANDA PASTA 胖貓義大利麵🐼 10/24-10/25中午有開，晚上休息！不定時公休，詳情請見粉專公告📣,ChIJEX9w0fZ1bjQRtc5qVEgFYts,OPERATIONAL,"{'lat': 22.9189323, 'lng': 120.224906}",2025/11/19 06:31:11,True,2025/11/19,717台灣臺南市仁德區二行一路141號,0975770864,"['星期一: 11:30 – 14:20, 17:00 – 21:00' '星期二: 11:30 – 14:20, 17:00 – 21:00'
 '星期三: 11:30 – 14:20, 17:00 – 21:00' '星期四: 11:00 – 14:30, 17:00 – 21:00'
 '星期五: 11:00 – 14:20, 17:00 – 21:00' '星期六: 11:30 – 14:20, 17:00 – 21:00'
 '星期日: 11:30 – 14:20, 17:00 – 21:00']",4.7,105,120.2249087,22.9189316,https://maps.google.com/?cid=15808203450235932341,https://www.instagram.com/pang_maomao?igsh=dWI0b2tnamxuOHVr&utm_source=qr,2025-03-21
綠蔬事務所(內用預約),ChIJDZjTKnp1bjQRgNP9u7q-fLA,OPERATIONAL,"{'lat': 22.937943, 'lng': 120.2473957}",2025/11/19 06:31:11,True,2025/11/19,717台灣臺南市仁德區保安路二段637號,0908568261,"['星期一: 休息' '星期二: 11:00 – 14:30, 17:00 – 19:00'
 '星期三: 11:00 – 14:30, 17:00 – 19:00' '星期四: 11:00 – 14:30, 17:00 – 19:00'
 '星期五: 11:00 – 14:30, 17:00 – 19:00' '星期六: 11:00 – 14:30, 17:00 – 19:00'
 '星期日: 11:00 – 14:30, 17:00 – 19:00']",4.7,62,120.2473852,22.9380078,https://maps.google.com/?cid=12717249157014606720,https://www.facebook.com/Togethervegetarianwithme/?paipv=0&eav=AfZheGXwpL8FP6DTkCmz07Wk3pVZtcCnIjYcrIOd3OoLolgv1lJ3P_3N6uY8_2CVZb0&_rdr,2025-02-11
友樂町火鍋小賣所（提供中午包場服務）,ChIJmfUqhu10bjQRJnYpvs_cAis,OPERATIONAL,"{'lat': 22.921818, 'lng': 120.2246777}",2025/11/19 06:31:11,True,2025/11/19,717台灣臺南市仁德區二仁路一段92號,063662022,"['星期一: 16:30 – 22:30' '星期二: 16:30 – 22:30' '星期三: 16:30 – 22:30'
 '星期四: 16:30 – 22:30' '星期五: 16:30 – 22:30' '星期六: 16:30 – 22:30'
 '星期日: 16:30 – 22:30']",4.0,400,120.2246777,22.921818,https://maps.google.com/?cid=3099282278391051814,https://www.facebook.com/%E5%8F%8B%E6%A8%82%E7%94%BA%E7%81%AB%E9%8D%8B%E5%B0%8F%E8%B3%A3%E6%89%80-354358718086264/,2025-03-02
汪記北方麵食,ChIJ7QQXcgDjcTQRpc3tB4TbSt8,OPERATIONAL,"{'lat': 22.507631, 'lng': 120.3883317}",2025/11/19 06:30:57,True,2025/11/19,832台灣高雄市林園區王公路351號,076416028,"['星期一: 10:00 – 20:30' '星期二: 10:00 – 20:30' '星期三: 10:00 – 20:30'
 '星期四: 10:00 – 20:30' '星期五: 10:00 – 20:30' '星期六: 10:00 – 20:30'
 '星期日: 10:00 – 20:30']",4.4,35,120.3883213,22.5076427,https://maps.google.com/?cid=16089913978849709477,https://www.facebook.com/share/15dxt6gycd/,2025-03-27
憶春風麵館,ChIJ_____3zicTQRlDUqj3srSV8,OPERATIONAL,"{'lat': 22.5062448, 'lng': 120.393675}",2025/11/19 06:30:57,True,2025/11/19,832台灣高雄市林園區文化街174號,076423409,"['星期一: 10:30 – 14:00, 16:30 – 20:30' '星期二: 10:30 – 14:00, 16:30 – 20:30'
 '星期三: 10:30 – 14:00, 16:30 – 20:30' '星期四: 10:30 – 14:00, 16:30 – 20:30'
 '星期五: 10:30 – 14:00, 16:30 – 20:30' '星期六: 10:30 – 14:00, 16:30 – 20:30'
 '星期日: 休息']",4.5,358,120.3936664,22.5062441,https://maps.google.com/?cid=6866066916585911700,https://www.facebook.com/pages/%E6%86%B6%E6%98%A5%E9%A2%A8%E9%BA%B5%E9%A4%A8/129317310479824,2023-01-29
39焗烤家族-林園店,ChIJzZIbT4ficTQRIzOX2F__EH0,OPERATIONAL,"{'lat': 22.5060954, 'lng': 120.3886199}",2025/11/19 06:30:57,True,2025/11/19,832台灣高雄市林園區王公二路76號,076427139,"['星期一: 11:00 – 20:00' '星期二: 休息' '星期三: 11:00 – 20:00' '星期四: 11:00 – 20:00'
 '星期五: 11:00 – 20:00' '星期六: 10:00 – 20:00' '星期日: 10:00 – 20:00']",4.0,254,120.3886288,22.5060947,https://maps.google.com/?cid=9011983641489126179,https://www.facebook.com/39%E7%84%97%E7%83%A4%E5%AE%B6%E6%97%8F-%E6%9E%97%E5%9C%92%E5%BA%97-456216411212831/,2025-02-05
6owl door Kaohsiung Linyuan Branch,ChIJ-Qo_O47jcTQRxhQwTIeG4g8,OPERATIONAL,"{'lat': 22.5037988, 'lng': 120.3875564}",2025/11/19 06:30:57,True,2025/11/19,832台灣高雄市林園區東林西路328號,076415252,"['星期一: 11:00 – 22:00' '星期二: 11:00 – 22:00' '星期三: 11:00 – 22:00'
 '星期四: 11:00 – 22:00' '星期五: 11:00 – 22:30' '星期六: 11:00 – 22:00'
 '星期日: 11:00 – 22:00']",4.4,861,120.3875564,22.5037988,https://maps.google.com/?cid=1144625170962453702,,2022-07-25
13號 鱔魚·花枝麵,ChIJp0KH6CfjcTQRb66mqXv2GJ0,OPERATIONAL,"{'lat': 22.5069103, 'lng': 120.3955873}",2025/11/19 06:30:57,True,2025/11/19,832台灣高雄市林園區忠孝東路13號,076429968,"['星期一: 10:00 – 14:00, 16:00 – 20:00' '星期二: 10:00 – 14:00, 16:00 – 20:00'
 '星期三: 10:00 – 14:00, 16:00 – 20:00' '星期四: 10:00 – 14:00, 16:00 – 20:00'
 '星期五: 10:00 – 14:00, 16:00 – 20:00' '星期六: 休息'
 '星期日: 10:00 – 14:00, 16:00 – 20:00']",5.0,72,120.3955873,22.5069103,https://maps.google.com/?cid=11320068674383425135,https://page.line.me/458kopbo,2024-02-16
